Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,savings_ratio,financial_priority,detailed_advice,optimal_saving  ,"optimal_saving,suitable_investment_type,suitable_equity_allocation"
30/12/2024 12:26:16,1,Designer,5,200000,150000,"Salary, Investments, Rental income",pension,Yes,No,,"90,000",110000,"130,000",No,45000,400000,46,0.225,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,1,,3,170000,230000,"Salary, Investments, Self-owned business",,Yes,No,,"90,000",10000,170000,No,50000,30 000,58,0.29411764705882354,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,1,Supervisor,3,400000,"45,000","Freelancing, Brand endorsements",pension,Yes,Yes,,"90,000",15000,"180,000",Yes,5000,"40,000",20,0.0125,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Lighting Technician,3,120000,220 000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000","10,000",140 000,No,50000,90 000,46,0.4166666666666667,General Finance,Consult a financial advisor,,
29/12/2024 17:00:56,0,unemployed,4,65000,260000,"Salary, Investments, Rental income",,Yes,No,,"90,000",10 000,190000,No,60000,"40,000",52,0.9230769230769231,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,Vehicle Body Repairer,4,200000,140 000,Salary,,Yes,No,,"90,000",12 000,"150,000",No,5000,500000,20,0.025,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,1,IT Manager,3,65000,"250,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10 000,200000,No,60000,85000,24,0.9230769230769231,General Finance,Consult a financial advisor,,
29/12/2024 17:12:56,0,,4,160000,"220,000","Salary, Investments, Rental income",pension,Yes,No,,"90,000",100000,225000,No,500000,70 000,56,3.125,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,1,Assistant engineer,4,200000,280000,Salary,,Yes,No,,,18000,170000,No,40000,60000,53,0.2,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,1,Buying Agent,3,160000,190000,Salary,,Yes,No,,"90,000",15000,125000,No,70000,"8,000",58,0.4375,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,Director engineering,5,150000,140000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000","15,000",140 000,No,50000,40000,24,0.3333333333333333,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,assistant ,5,125000,160000,"Salary, Self-owned business",,Yes,No,,25 000,10 000,"160,000",No,60000,"200,000",37,0.48,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,1,Businessman,3,40000,"40,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000","25,000",150000,No,30000,65 000,52,0.75,General Finance,Consult a financial advisor,,
4/1/2025 23:06,0,Insurance Manager,2,160000,"220,000","Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,"5,000","90,000",10 000,"160,000",No,20000,"75,000",30,0.125,General Finance,Consult a financial advisor,,
30/12/2024 12:18:32,0,Structural design engineer,3,250000,210000,"Salary, Investments, Rental income",pension,Yes,No,,"90,000",10 000,"150,000",No,70000,"85,000",55,0.28,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,software engineer,4,75000,90000,"Salary, Self-owned business",,Yes,No,,"90,000",12 000,"130,000",No,50000,"90,000",57,0.6666666666666666,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,0,,2,65000,190000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",10 000,230000,No,45000,40000,56,0.6923076923076923,General Finance,Consult a financial advisor,,
10/1/2025 20:03,0,Planning Engineer,1,140000,"65,000","Salary, Pension",pension,No,No,,"90,000","10,000","160,000",No,500000,"30,000",42,3.5714285714285716,General Finance,Consult a financial advisor,,
4/1/2025 23:39,0,Sales representative,2,70000,370000,"Salary, Commission, Investments",pension,Yes,No,,"90,000",30 000,75000,No,40000,"80,000",41,0.5714285714285714,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,1,Sales representative,2,170000,"200,000","Freelancing, Brand endorsements",pension,Yes,No,,"90,000",10 000,,No,55000,180000,44,0.3235294117647059,General Finance,Consult a financial advisor,,
29/12/2024 17:00:56,0,E-Commerce Manager,4,170000,80 000,"Salary, Investments, Freelancing",pension,Yes,No,,"90,000",15 000,180000,No,60000,"8,000",32,0.35294117647058826,General Finance,Consult a financial advisor,,
29/12/2024 17:00:56,0,Insurance Executive,5,150000,170000,"Investments (fixed deposits, stocks etc), Salary",,Yes,No,,"90,000","10,000",250000,No,5000,20000,54,0.033333333,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,Workshop manager,4,55000,"220,000","Salary, Pension",pension,Yes,No,,"90,000",12000,"130,000",No,65000,"80,000",58,1.1818181818181819,General Finance,Consult a financial advisor,,
10/1/2025 19:40,1,retail store,2,170000,"180,000","Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,No,,30 000,12 000,"180,000",Yes,130000,25000,21,0.7647058823529411,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,Draftsman,4,130000,150000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10 000,"160,000",No,50000,40000,36,0.38461538461538464,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,0,retail store,2,125000,"350,000","Investments (fixed deposits, stocks etc), Salary",pension,No,No,,"90,000",10000,"80,000",No,55000,70000,52,0.44,General Finance,Consult a financial advisor,,
10/1/2025 19:52,0,assistant ,2,180000,"130,000","Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,,"25,000","130,000",No,300000,50 000,38,1.6666666666666667,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,1,Technologist,2,200000,200 000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",12 000,150 000,No,45000,20000,51,0.225,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,0,Store keeper,3,200000,170000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,25 000,"10,000","80,000",No,5000,"60,000",46,0.025,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,trainee merchandiser,5,150000,150000,"Investments (fixed deposits, stocks etc), Salary",,Yes,No,,"90,000",10 000,"160,000",No,5000,"75,000",34,0.033333333,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,0,Car Salesman,5,80000,40 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000","12,000",85 000,No,35000,"75,000",48,0.4375,General Finance,Consult a financial advisor,,
4/1/2025 23:46,1,Doctor,4,150000,520000,Salary,pension,Yes,No,,"90,000",22 000,200000,No,55000,35 000,52,0.36666666666666664,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,1,Workshop manager,4,250000,"200,000",Salary,pension,Yes,No,,"90,000",12000,"160,000",no,500000,"8,000",23,2,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,trainee merchandiser,2,150000,170 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",22 000,75000,No,30000,"80,000",24,0.2,General Finance,Consult a financial advisor,,
4/1/2025 23:39,0,University Lecturer,4,1500000,"160,000",Salary,,Yes,No,,"90,000",50 000,85000,No,300000,300 000,20,0.2,General Finance,Consult a financial advisor,,
25/12/2024 14:06:57,0,Bookmaker,3,180000,"300,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,Yes,,"90,000",12 000,170000,No,30000,150000,38,0.16666666666666666,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Tyre Fitter,3,1000000,180000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000","15,000",140 000,No,60000,"90,000",26,0.06,General Finance,Consult a financial advisor,,
29/12/2024 17:00:56,1,unemployed,3,1500000,300 000,"Salary, Investments, Self-owned business",,Yes,No,,"90,000",12000,90000,No,45000,65 000,54,0.03,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,0,Secretary,3,130000,"150,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",25000,"220,000",No,5000,80 000,31,0.038461538461538464,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,1,Supervisor,5,150000,220 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",15000,"160,000",No,5000,"90,000",47,0.033333333,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,0,Structural design engineer,4,110000,170000,"Salary, Pension",pension,Yes,No,,"90,000",20000,90000,No,5000,"60,000",35,0.045454545454545456,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,Financial Advisor,4,140000,200000,"Salary, Investments, Self-owned business",pension,No,No,,"90,000",5000,"180,000",No,65000,20000,21,0.4642857142857143,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,senior graduate teacher,3,65000,160000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,No,8000,"90,000","12,000","150,000",No,47000,70 000,56,0.7230769230769231,General Finance,Consult a financial advisor,,
29/12/2024 17:12:56,1,Dancer,2,200000,400000,"Salary, Investments, Rental income",pension,Yes,Yes,,"90,000","10,000",70000,No,125000,70000,53,0.625,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,1,Diagnostic Technician,2,150000,"220,000","Salary, Commission",pension,Yes,No,,"90,000",100000,170000,No,45000,"90,000",37,0.3,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,Business,6,300000,400000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,,20000,230000,No,80000,100000,24,0.26666666666666666,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,1,Supervisor,4,200000,"40,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000","35,000","75,000",No,50000,280 000,28,0.25,General Finance,Consult a financial advisor,,
13/12/2024 15:15:42,1,Sales executive,2,65000,140000,"Freelancing, Brand endorsements",Event betting cuts,Yes,No,,"90,000",10000,"200,000",No,30000,25000,39,0.46153846153846156,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,Expert Shop Assistant,3,80000,170000,Salary,pension,Yes,No,,"90,000",10 000,85000,No,125000,"80,000",23,1.5625,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Retired,2,70000,200000,"Salary, Investments, Rental income",pension,Yes,No,,,"25,000","150,000",No,150000,40000,36,2.142857142857143,General Finance,Consult a financial advisor,,
4/1/2025 23:46,1,E-Commerce Specialist,3,150000,200 000,"Salary, Commission",pension,No,No,"30,000","90,000",35 000,"150,000",No,5000,"8,000",55,0.033333333,General Finance,Consult a financial advisor,,
29/12/2024 17:15:36,1,Warehouse Manager,5,170000,"45,000","Salary, Investments, Rental income",pension,Yes,No,8 000,,10000,130000,No,0,500000,28,0,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,1,Warehouse Manager,1,150000,240000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",10 000,85 000,No,60000,"90,000",30,0.4,General Finance,Consult a financial advisor,,
4/1/2025 22:30,1,Sales representative,3,140000,200000,Salary,,Yes,No,,,12000,90000,No,70000,70000,54,0.5,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,assistant ,3,200000,1300000,"Salary, Investments, Self-owned business",pension,No,No,,"90,000","20,000","200,000",Yes,12000,500000,54,0.06,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,1,Retired production manager,3,80000,220 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,No,,"90,000","15,000",80000,No,40000,70 000,50,0.5,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,0,assistant ,2,150000,350000,"Salary, Investments, Self-owned business",pension,No,No,,"90,000",10 000,75000,No,65000,400000,50,0.43333333333333335,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,Window Dresser,4,170000,"160,000","Investments (fixed deposits, stocks etc), Salary",,Yes,No,,,15 000,125000,No,40000,65 000,42,0.23529411764705882,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,Nurse,3,250000,210000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10 000,85000,No,47000,"15,000",21,0.188,General Finance,Consult a financial advisor,,
27/12/2024 20:51:36,1,,2,170000,240000,"Salary, Investments",pension,Yes,No,,"90,000",10 000,180000,No,47000,"90,000",29,0.27647058823529413,General Finance,Consult a financial advisor,,
4/1/2025 23:46,0,Deputy Shop Manager,3,140000,900000,"Freelancing, Brand endorsements",,Yes,No,,"90,000",10 000,150000,Yes,80000,400000,37,0.5714285714285714,General Finance,Consult a financial advisor,,
10/1/2025 19:48,0,,4,180000,"40,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,No,,"90,000",15 000,"200,000",No,47000,50000,21,0.2611111111111111,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,1,,4,140000,200000,"Salary, Commission",,Yes,No,,"90,000","12,000",180000,No,50000,80000,42,0.35714285714285715,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,CSR Specialist,5,140000,"200,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,,16000,"70,000",No,45000,"50,000",28,0.32142857142857145,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,Key Account Manager,5,160000,320000,"Freelancing, Brand endorsements",pension,Yes,No,,"90,000",10 000,,No,50000,"90,000",40,0.3125,General Finance,Consult a financial advisor,,
10/1/2025 19:40,1,Structural design engineer,3,180000,"200,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10 000,140000,No,70000,"8,000",33,0.3888888888888889,General Finance,Consult a financial advisor,,
27/12/2024 11:28:40,1,Sales representative,4,170000,"140,000",Salary,,No,No,,,100000,70 000,Yes,100000,"40,000",52,0.5882352941176471,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,1,Internal Auditor,4,110000,1300000,"Salary, Pension",Freelance design work,Yes,No,,"20,000",15 000,,No,300000,"40,000",55,2.727272727272727,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,Varnisher,2,140000,220 000,"Salary, Pension",pension,Yes,No,,"90,000",10 000,"75,000",No,60000,"90,000",33,0.42857142857142855,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,Structural design engineer,3,70000,"280,000",Freelancing,pension,Yes,No,,"90,000",5000,"75,000",No,50000,80000,59,0.7142857142857143,General Finance,Consult a financial advisor,,
27/12/2024 20:51:36,1,,4,170000,200000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10 000,225000,No,8000,"70,000",31,0.047058823529411764,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,1,Warehouse Manager,4,160000,"260,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"100,000",10 000,160000,No,500000,"85,000",42,3.125,General Finance,Consult a financial advisor,,
19/12/2024 15:24:19,0,Workshop manager,4,1500000,300000,"Salary, ",,Yes,No,,"90,000","20,000","160,000",No,35000,65 000,53,0.023333333333333334,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,senior graduate teacher,4,160000,210000,Salary,pension,No,No,,"90,000","30,000",125000,No,50000,75000,35,0.3125,General Finance,Consult a financial advisor,,
4/1/2025 22:30,1,Doctor,4,45000,"200,000","Salary, Pension",pension,Yes,No,,"90,000",28 000,140000,No,5000,"75,000",33,0.1111111111111111,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Sales representative,4,200000,130000,"Salary, Self-owned business",pension,No,No,8000,"90,000",40 000 ,90000,No,1000000,15 000,36,5,General Finance,Consult a financial advisor,,
29/12/2024 17:15:36,0,,2,170000,"260,000","Freelancing, Brand endorsements",pension,Yes,No,,"90,000",12 000,225000,No,8000,60000,55,0.047058823529411764,General Finance,Consult a financial advisor,,
4/1/2025 23:06,0,Doctor,3,170000,180000,"Salary, Investments, Self-owned business",pension,No,No,,"90,000",18000,170000,No,5000,75000,31,0.029411764705882353,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,1,Expert Shop Assistant,3,130000,"150,000","Salary, Self-owned business",pension,Yes,No,,"90,000",18 000,"140,000",No,5000,50000,50,0.038461538461538464,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,Stock Broker,4,150000,75000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,,35 000,"150,000",No,5000,"50,000",41,0.033333333,General Finance,Consult a financial advisor,,
29/12/2024 17:15:36,0,Structural design engineer,4,180000,430000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10 000,80 000,No,50000,70000,56,0.2777777777777778,General Finance,Consult a financial advisor,,
29/12/2024 17:00:56,1,Material technician,2,150000,370000,"Salary, Investments, Freelancing",,Yes,No,,"90,000","10,000",190000,Yes,55000,"90,000",59,0.36666666666666664,General Finance,Consult a financial advisor,,
14/12/2024 15:23:44,0,Chemist,5,80000,150000,"Salary, Self-owned business",pension,Yes,No,,"90,000",15000,"110,000",No,47000,70 000,33,0.5875,General Finance,Consult a financial advisor,,
27/12/2024 20:51:36,0,Hotel Manager,2,70000,280000,"Investments (fixed deposits, stocks etc), Salary",,No,No,,"90,000",10 000,180000,No,75000,"90,000",26,1.0714285714285714,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,1,Draftsman,5,170000,"40,000","Freelancing, Brand endorsements",pension,No,No,,"90,000",40 000 ,150 000,No,500000,180000,47,2.9411764705882355,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Repairer,1,15000,180000,"Salary, Investments, Self-owned business",pension,Yes,Yes,,"90,000",30 000,150000,No,150000,70000,38,10,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Technical officer,2,180000,180000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,No,,"90,000",20 000,"80,000",yes,180000,50 000,37,1,General Finance,Consult a financial advisor,,
29/12/2024 17:12:56,1,Environment specialist,3,160000,180 000,"Salary, Investments, Rental income",,Yes,No,,"90,000",10 000,160000,No,35000,80000,51,0.21875,General Finance,Consult a financial advisor,,
27/12/2024 20:57:38,1,,3,120000,"200,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",10000,85 000,No,75000,"90,000",46,0.625,General Finance,Consult a financial advisor,,
29/12/2024 17:15:36,0,Store keeper,3,55000,280000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",30 000,240000,No,70000,85000,41,1.2727272727272727,General Finance,Consult a financial advisor,,
29/12/2024 17:12:56,1,Expert Shop Assistant,4,150000,1800000,"Freelancing, Brand endorsements",pension,Yes,No,,"90,000",18 000,"140,000",No,50000,65 000,51,0.3333333333333333,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,Teacher,3,140000,50 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,No,,"90,000","40,000",90 000,No,45000,"8,000",28,0.32142857142857145,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,Window Dresser,4,250000,1300000,"Salary, Freelancing",pension,Yes,Yes,,"90,000",15000,75 000,Yes.I want to save more,12000,50000,25,0.048,General Finance,Consult a financial advisor,,
4/1/2025 23:53,1,Stock Broker,3,60000,"200,000",Salary,,Yes,No,,,"15,000","140,000",No,47000,50 000,25,0.7833333333333333,General Finance,Consult a financial advisor,,
27/12/2024 20:51:36,0,,2,140000,40 000,Freelancing,pension,Yes,No,,"90,000",10 000,170000,No,75000,"60,000",36,0.5357142857142857,General Finance,Consult a financial advisor,,
29/12/2024 17:15:36,0,Varnisher,3,170000,1800000,"Salary, Commission, Investments",pension,Yes,No,,"90,000",110000,200000,No,5000,"60,000",20,0.029411764705882353,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,1,Technical officer,4,150000,240 000,Salary,,Yes,No,,"90,000",10 000,"150,000",No,500000,"8,000",43,3.3333333333333335,General Finance,Consult a financial advisor,,
4/1/2025 22:47,0,General manager,3,200000,370000,"Salary, Pension",pension,Yes,No,,"90,000",15 000,130000,No,50000,65000,21,0.25,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,none,2,140000,500 000,"Salary, Commission",,Yes,No,,"90,000",12 000,180 000,No,15000,"75,000",57,0.10714285714285714,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,1,Mechatronics Technician,4,200000,150000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,8000,"90,000",10 000,"150,000",No,50000,90 000,27,0.25,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,1,University Lecturer,4,170000,520000,"Freelancing, Brand endorsements",pension,Yes,No,,,50 000,150 000,No,45000,60 000,31,0.2647058823529412,General Finance,Consult a financial advisor,,
4/1/2025 23:10,1,Junior Sales Representative,3,160000,"180,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,8000,"90,000",12000,90000,No,70000,"70,000",55,0.4375,General Finance,Consult a financial advisor,,
4/1/2025 23:06,0,Cleark (Government),5,180000,"350,000","Salary, Investments, Self-owned business",pension,Yes,No,,"90,000",28 000,60 000 ,No,45000,200 000,56,0.25,General Finance,Consult a financial advisor,,
30/12/2024 12:18:32,1,,4,15000,190000,"Salary, Investments, Self-owned business",pension,Yes,No,,"90,000","18,000","150,000",No,50000,90 000,49,3.3333333333333335,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Personal Manager,2,110000,180000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10 000,190000,No,45000,250000,39,0.4090909090909091,General Finance,Consult a financial advisor,,
4/1/2025 23:10,0,Fashion Designer,2,150000,170 000,"Salary, Commission, Investments",pension,No,No,5000,"90,000",22 000,"140,000",No,47000,30000,31,0.31333333333333335,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Restaurant Manager,3,1500000,240 000,"Salary, ",,Yes,Yes,,"90,000",15000,75000,No,18000,60000,27,0.012,General Finance,Consult a financial advisor,,
4/1/2025 22:30,1,Sales representative,3,150000,"65,000","Salary, Pension",pension,Yes,No,,"90,000",35 000,170000,No,50000,"80,000",34,0.3333333333333333,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,Complaints Dept. Clerk,4,70000,"40,000","Salary, Investments, Self-owned business",pension,Yes,No,,"90,000",5000,60 000 ,No,12000,"70,000",47,0.17142857142857143,General Finance,Consult a financial advisor,,
4/1/2025 22:47,0,Internal Auditor,1,250000,160 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,30000,"90,000","12,000",90000,No,30000,25000,57,0.12,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,1,Lighting Technician,2,150000,"220,000","Investments (fixed deposits, stocks etc), Salary",,Yes,No,,"90,000","15,000","150,000",No,55000,"200,000",25,0.36666666666666664,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,Expert Shop Assistant,3,65000,"160,000","Salary, Investments, Self-owned business",pension,Yes,No,,"90,000",10 000,"60,000",No,35000,70000,28,0.5384615384615384,General Finance,Consult a financial advisor,,
10/1/2025 19:40,1,,4,150000,430000,"Investments (fixed deposits, stocks etc), Salary",,Yes,No,,"90,000","10,000",80000,No,5000,"70,000",24,0.033333333,General Finance,Consult a financial advisor,,
4/1/2025 23:53,0,Sales executive,4,70000,160000,"Investments (fixed deposits, stocks etc), Salary",,No,No,,"90,000",40 000 ,150000,Yes,12000,40 000,36,0.17142857142857143,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,1,Workshop manager,2,160000,220 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10 000,140000,No,45000,60 000,33,0.28125,General Finance,Consult a financial advisor,,
27/12/2024 12:10:47,0,Structural design engineer,2,200000,380000,"Salary, Pension",,Yes,No,8000,"90,000",13000,150 000,No,140000,50 000,42,0.7,General Finance,Consult a financial advisor,,
27/12/2024 20:51:36,1,Warehouse Manager,2,150000,220 000,"Freelancing, Brand endorsements",pension,Yes,No,,"90,000",10 000,80 000,No,60000,40000,38,0.4,General Finance,Consult a financial advisor,,
30/12/2024 12:18:32,0,retail store,3,140000,170 000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",13000,180 000,No,60000,300000,37,0.42857142857142855,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,1,Chemical Lab Technician,3,200000,160 000,"Salary, Self-owned business",,Yes,No,,,10 000,"75,000",No,40000,"60,000",23,0.2,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,0,Make-Up Artist,5,160000,270000,"Freelancing, Brand endorsements",pension,No,No,,,10 000,80 000,yes,45000,300 000,41,0.28125,General Finance,Consult a financial advisor,,
27/12/2024 20:57:38,0,Mechatronics Technician,2,170000,600000,Freelancing,pension,Yes,No,,"90,000",15000,230000,No,75000,"40,000",35,0.4411764705882353,General Finance,Consult a financial advisor,,
13/12/2024 14:40:24,1,Chemist,5,150000,"200,000","Salary, Pension",,Yes,No,,"90,000",35000,80 000,No,45000,"80,000",33,0.3,General Finance,Consult a financial advisor,,
13/12/2024 14:55:10,1,Store keeper,5,60000,300000,"Freelancing, Brand endorsements",pension,Yes,No,,"90,000","12,000",180000,No,50000,300000,39,0.8333333333333334,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,1,Senior insurance Executive,2,55000,430000,"Salary, Pension",,No,No,,"90,000",10 000,"150,000",Yes,70000,25000,45,1.2727272727272727,General Finance,Consult a financial advisor,,
4/1/2025 23:39,0,Deputy General Manager (Construction),6,170000,400000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",15 000,"220,000",No,35000,60 000,24,0.20588235294117646,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,0,Supervisor,5,170000,190000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10 000,140000,No,55000,80 000,27,0.3235294117647059,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,0,Secretary,3,1500000,150000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,8000,"90,000",10 000,"220,000",No,15000,"150,000",59,0.01,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,Hotel Manager,4,140000,300 000,"Salary, Self-owned business",,Yes,No,,"90,000",20 000,140000,No,180000,60000,41,1.2857142857142858,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,1,Workshop manager,3,160000,230000,"Salary, Commission",,Yes,No,8000,"90,000","12,000",180 000,No,60000,25000,38,0.375,General Finance,Consult a financial advisor,,
