Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,Savings_Ratio,financial_priority,detailed_advice,Unnamed: 21,Risk_proxy_returns,Investment type,Advice 1,Advice 2,Advice 3
30/12/2024 12:48,1,senior chemist,4,15000,450000,"Salary, Investments, Self-owned business",,Yes,no,,,99000.0,284500.0,No,66500,25000,58,14.77777778,General Finance,Consult a financial advisor,,0.173402868,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Downsize lifestyle (sell unused assets, reduce luxury expenses) and use low risk fd to save.",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
04/01/2025 23:46,1,Business,4,150000,220000,"Salary, Self-owned business",,Yes,no,,,29000.0,163500.0,No,27500,30000,55,12.5,General Finance,Consult a financial advisor,,0.142857143,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Free public healthcare: Use government clinics to avoid private hospital costs.,Start an emergency fund (aim for 1–4 months of expenses),Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.
10/01/2025 19:40,1,Maintenance Engineer,4,120000,120000,"Freelancing, Brand endorsements",pension,Yes,no,,,8000.0,99000.0,No,13000,"70,000",26,10.83333333,General Finance,Consult a financial advisor,,0.121495327,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Grow emergency savings (3–6 months of expenses).,Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
30/12/2024 12:44,1,Senior Civil Engineer,4,65000,180000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,27000.0,142500.0,No,10500,"80,000",57,5.833333333,General Finance,Consult a financial advisor,,0.061946903,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Stay active to reduce healthcare costs.,Free public healthcare: Use government clinics to avoid private hospital costs.,Save in senior citizen FDs for higher interest rates.
04/01/2025 23:06,1,Customer Rel. Manager,3,70000,70000,Salary,pension,Yes,no,,,7000.0,52500.0,No,10500,"140,000",44,15.0,General Finance,Consult a financial advisor,,0.176470588,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver","Grow a home garden to reduce food costs or collect free seasonal produce (jackfruit, coconuts) from public spaces.",Avoid high-interest debt/ loan sharks (common in informal lending).,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
30/12/2024 12:30,1,E-Commerce Specialist,4,120000,120000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,8500.0,98000.0,No,13500,"90,000",22,11.25,General Finance,Consult a financial advisor,,0.126760563,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for short-term goals (e.g., education, relocation).","Start an emergency fund. Aim for 1–3 months of expenses (even LKR 50,000 can prevent borrowing during crises).","Repair, don’t replace: Fix appliances/clothing instead of buying new ones."
30/12/2024 12:37,1,Dancer,3,70000,400000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,43000.0,160500.0,No,196500,"75,000",46,49.125,General Finance,Consult a financial advisor,,0.965601966,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Avoid Luxury spending: Resist splurging on cars/property without ROI.,Boost retirement contributions,"Avoid risky investments and save instead (e.g., stock market due to volatility)."
29/12/2024 17:12,1,Office manager,3,150000,170000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,25000.0,137500.0,No,7500,"200,000",43,4.411764706,General Finance,Consult a financial advisor,,0.046153846,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner","Grow a home garden to reduce food costs or collect free seasonal produce (jackfruit, coconuts) from public spaces.",Avoid high-interest debt/ loan sharks (common in informal lending).,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
04/01/2025 23:10,1,E-Commerce Manager,3,140000,200000,"Salary, Self-owned business",,Yes,no,,,43000.0,142500.0,No,14500,"90,000",46,7.25,General Finance,Consult a financial advisor,,0.078167116,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Stay active to reduce healthcare costs.,Free public healthcare: Use government clinics to avoid private hospital costs.,Save in senior citizen FDs for higher interest rates.
30/12/2024 12:44,1,Warehouse Manager,4,170000,210000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,No,no,,,64000.0,139500.0,No,6500,85000,25,3.095238095,General Finance,Consult a financial advisor,,0.031941032,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for short-term goals (e.g., education, relocation).","Start an emergency fund. Aim for 1–3 months of expenses (even LKR 50,000 can prevent borrowing during crises).","Repair, don’t replace: Fix appliances/clothing instead of buying new ones."
27/12/2024 20:38,1,Material technician,3,120000,190000,Salary,,Yes,no,,,19000.0,150500.0,No,20500,25000,44,10.78947368,General Finance,Consult a financial advisor,,0.120943953,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Grow emergency savings (3–6 months of expenses).,Save to prepay mortgages to reduce liabilities.,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
05/01/2025 00:09,1,Car Mechanic,3,200000,240000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,65000.0,128000.0,Yes,47000,10 000,50,19.58333333,General Finance,Consult a financial advisor,,0.243523316,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Boost retirement contributions,Free public healthcare: Use government clinics to avoid private hospital costs.
10/01/2025 19:40,1,Housewife,3,75000,200000,"Freelancing, Brand endorsements",,Yes,no,,,34000.0,121500.0,No,44500,"250,000",28,22.25,General Finance,Consult a financial advisor,,0.286173633,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save to build income diversity (side hustles, freelancing, or overseas jobs).",Avoid impulsive spending on gadgets; prioritize small emergency funds.,Buy discounted items as much as possible
30/12/2024 12:48,1,Deputy General Manager (Construction),2,1500000,1500000,"Salary, Investments, Self-owned business",,Yes,no,,,220000.0,344500.0,No,935500,60000,58,62.36666667,General Finance,Consult a financial advisor,,1.657218778,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.,Save and Set up a trust fund for children’s future.,"Avoid risky investments and save instead (e.g., stock market due to volatility)."
30/12/2024 13:03,0,,2,125000,380000,"Salary, Investments, Rental income",pension,Yes,no,,,47000.0,165000.0,No,168000,"20,000",48,44.21052632,General Finance,Consult a financial advisor,,0.79245283,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Avoid Luxury spending: Resist splurging on cars/property without ROI.,Boost retirement contributions,"Avoid risky investments and save instead (e.g., stock market due to volatility)."
13/12/2024 15:15,0,,3,140000,200000,"Salary, Investments, Rental income",pension,Yes,no,,,30000.0,165500.0,No,4500,"60,000",33,2.25,General Finance,Consult a financial advisor,,0.023017903,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",2–3 months a year to ban non-essential purchases.,Buy groceries in bulk with neighbours/friends and split costs—saves on unit price.,"Grow a home garden to reduce food costs or collect free seasonal produce (jackfruit, coconuts) from public spaces."
19/12/2024 15:00,1,E-Commerce Manager,3,250000,420000,"Salary, ",pension,Yes,no,,,46000.0,231500.0,No,142500,400000,55,33.92857143,General Finance,Consult a financial advisor,,0.513513514,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Avoid Luxury spending: Resist splurging on cars/property without ROI.,Boost retirement contributions,"Avoid risky investments and save instead (e.g., stock market due to volatility)."
30/12/2024 12:48,1,HR Manager,4,70000,70000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,10000.0,59000.0,No,1000,75000,48,1.428571429,General Finance,Consult a financial advisor,,0.014492754,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Start an emergency fund. Aim for 5–6 months of expenses (even LKR 80,000 can prevent borrowing during crises).","Avoid seettu (rotating savings group). If desperate, try with a trusted group",Buy groceries in bulk with neighbours/friends and split costs—saves on unit price.
29/12/2024 17:15,1,Store keeper,2,1500000,1500000,"Salary, Pension",,Yes,no,,,189000.0,188000.0,No,1123000,"85,000",57,74.86666667,General Finance,Consult a financial advisor,,2.978779841,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.,Save and Set up a trust fund for children’s future.,"Avoid risky investments and save instead (e.g., stock market due to volatility)."
04/01/2025 22:30,1,Baker,4,170000,420000,"Freelancing, Brand endorsements",,Yes,no,,,92000.0,193000.0,No,135000,80 000,41,32.14285714,General Finance,Consult a financial advisor,,0.473684211,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Grow emergency savings (3–6 months of expenses).,Automate savings to avoid lifestyle inflation.,Allocate 20% to foreign currency FD (USD/EUR).
10/01/2025 19:40,0,none,5,160000,260000,"Salary, Investments, Self-owned business",,Yes,no,,,79000.0,135500.0,No,45500,"15,000",31,17.5,General Finance,Consult a financial advisor,,0.212121212,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver","Save to build income diversity (side hustles, freelancing, or overseas jobs).",Avoid impulsive spending on gadgets; prioritize small emergency funds.,Buy discounted items as much as possible
30/12/2024 12:44,1,Window Dresser,2,160000,260000,"Salary, Investments, Freelancing",pension,Yes,no,,,76000.0,65000.0,Noo,119000,"250,000",59,45.76923077,General Finance,Consult a financial advisor,,0.843971631,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.,Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,"Downsize lifestyle (sell unused assets, reduce luxury expenses) and use low risk fd to save."
30/12/2024 12:23,1,Hotel Manager,3,250000,250000,"Salary, Investments, Freelancing",,Yes,no,,,73000.0,141500.0,No,35500,40 000,45,14.2,General Finance,Consult a financial advisor,,0.165501166,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Repair, don’t replace: Fix appliances/clothing instead of buying new ones.",Save to prepay mortgages to reduce liabilities.
30/12/2024 12:23,1,Compliance Specialist,5,200000,200000,"Freelancing, Brand endorsements",,Yes,no,,,71000.0,85000.0,No,44000,40 000,47,22.0,General Finance,Consult a financial advisor,,0.282051282,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Boost retirement contributions,Free public healthcare: Use government clinics to avoid private hospital costs.
30/12/2024 13:03,1,Retired production manager,4,1500000,1650000,"Salary, ",Vehicle bonuses,Yes,no,,,168000.0,338000.0,Yes,1144000,500000,40,69.33333333,General Finance,Consult a financial advisor,,2.260869565,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Automate savings to avoid lifestyle inflation.,"Avoid risky investments and save instead (e.g., stock market due to volatility).",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
30/12/2024 12:37,1,Senior project Manager,4,160000,1800000,"Salary, Self-owned business",pension,Yes,no,,,234000.0,325000.0,No,1241000,25 000,46,68.94444444,General Finance,Consult a financial advisor,,2.220035778,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Automate savings to avoid lifestyle inflation.,"Avoid risky investments and save instead (e.g., stock market due to volatility).",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
,1,Stagehand,1,40000,40000,Salary,,No,yes,7500.0,32500.0,,,Yes,0,"10,000",52,0.0,General Finance,Consult a financial advisor,,0.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Start an emergency fund. Aim for 5–6 months of expenses (even LKR 80,000 can prevent borrowing during crises).","Avoid seettu (rotating savings group). If desperate, try with a trusted group",Buy groceries in bulk with neighbours/friends and split costs—saves on unit price.
13/12/2024 14:35,1,-,4,250000,250000,"Freelancing, Brand endorsements",pension,No,no,,,58000.0,123500.0,No,68500,60000,48,27.4,General Finance,Consult a financial advisor,,0.377410468,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Boost retirement contributions,Open a low-risk fixed deposit (common in Sri Lankan banks like NSB or commercial banks).,Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
10/01/2025 19:40,1,Stock Broker,3,170000,200000,Salary,pension,Yes,no,,,32000.0,132500.0,No,35500,"250,000",43,17.75,General Finance,Consult a financial advisor,,0.215805471,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Repair, don’t replace: Fix appliances/clothing instead of buying new ones.",Save to prepay mortgages to reduce liabilities.
29/12/2024 17:15,1,software engineer,4,50000,1800000,"Freelancing, Brand endorsements",,No,no,,,133000.0,327000.0,No,1340000,50000,51,74.44444444,General Finance,Consult a financial advisor,,2.913043478,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Automate savings to avoid lifestyle inflation.,"Avoid risky investments and save instead (e.g., stock market due to volatility).",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
30/12/2024 12:44,1,merchandiser,3,160000,160000,"Salary, Investments, Rental income",,Yes,no,,,16000.0,124500.0,No,19500,200 000,25,12.1875,General Finance,Consult a financial advisor,,0.138790036,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits","Save for short-term goals (e.g., education, relocation).",Start a retirement fund (EPF/ETF) early for compound growth.,"Monetize hobbies (e.g., crafting, tutoring) for extra income and save this income."
,1,Window Dresser,2,55000,100000,Salary,,No,no,,,15000.0,50000.0,Yes,35000,"25,000",46,35.0,General Finance,Consult a financial advisor,,0.538461538,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Boost retirement contributions,Free public healthcare: Use government clinics to avoid private hospital costs.
30/12/2024 12:44,0,,5,140000,150000,"Salary, Commission",,Yes,no,,,40000.0,91000.0,No,19000,200 000,35,12.66666667,General Finance,Consult a financial advisor,,0.145038168,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver","Save for marriage, children, or housing.",Avoid high-interest debt/ loan sharks (common in informal lending).,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
30/12/2024 12:30,1,Receptionist,3,15000,240000,"Salary, Pension",,No,no,,,63000.0,124500.0,No,52500,65 000,55,21.875,General Finance,Consult a financial advisor,,0.28,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Boost retirement contributions,Free public healthcare: Use government clinics to avoid private hospital costs.
04/01/2025 22:47,1,Expert Shop Assistant,4,125000,500000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,50000.0,229500.0,No,220500,"75,000",49,44.1,General Finance,Consult a financial advisor,,0.788908766,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.,"Avoid risky investments and save instead (e.g., stock market due to volatility).","Diversify into Treasury Bonds (low risk, tax-free returns)."
30/12/2024 12:34,1,Electrical Engineering Tech,4,130000,260000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,65000.0,168500.0,No,26500,"90,000",34,10.19230769,General Finance,Consult a financial advisor,,0.113490364,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner","Save for marriage, children, or housing.",Avoid high-interest debt/ loan sharks (common in informal lending).,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
10/01/2025 19:40,1,Make-Up Artist,4,130000,1800000,Salary,,No,no,,,97000.0,333500.0,No,1369500,70 000,27,76.08333333,General Finance,Consult a financial advisor,,3.181184669,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Automate savings to avoid lifestyle inflation.,Avoid luxury spending: Resist splurging on cars/ clothing,Avoid impulsive spending on gadgets; prioritize small emergency funds.
04/01/2025 23:46,1,Chemical Lab Technician,4,1500000,1500000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,230000.0,379000.0,No,891000,30000,50,59.4,General Finance,Consult a financial advisor,,1.463054187,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Automate savings to avoid lifestyle inflation.,"Avoid risky investments and save instead (e.g., stock market due to volatility).",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
14/12/2024 15:47,1,Sales executive,3,160000,160000,"Salary, Investments, Rental income",,No,no,,,28500.0,89500.0,No,42000,25000,28,26.25,General Finance,Consult a financial advisor,,0.355932203,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits","Save to build income diversity (side hustles, freelancing, or overseas jobs).",Avoid impulsive spending on gadgets; prioritize small emergency funds.,Buy discounted items as much as possible
04/01/2025 22:30,1,Vehicle Body Repairer,2,140000,320000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,no,,,41000.0,126000.0,No,153000,"50,000",40,47.8125,General Finance,Consult a financial advisor,,0.916167665,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Grow emergency savings (3–6 months of expenses).,Automate savings to avoid lifestyle inflation.,Allocate 20% to foreign currency FD (USD/EUR).
30/12/2024 12:26,1,small grocery shop,2,140000,250000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,19000.0,137000.0,No,94000,"75,000",58,37.6,General Finance,Consult a financial advisor,,0.602564103,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Downsize lifestyle (sell unused assets, reduce luxury expenses) and use low risk fd to save.",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
30/12/2024 13:03,0,Retired,3,160000,300000,"Salary, Investments",,Yes,no,,,71000.0,169000.0,No,60000,40 000,58,20.0,General Finance,Consult a financial advisor,,0.25,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Shift savings to senior citizen savings schemes (e.g., NSB).",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Free public healthcare: Use government clinics to avoid private hospital costs.
30/12/2024 12:48,1,senior graduate teacher,3,140000,140000,"Salary, Investments, Rental income",pension,Yes,no,,,32000.0,83000.0,No,25000,"75,000",39,17.85714286,General Finance,Consult a financial advisor,,0.217391304,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Grow emergency savings (3–6 months of expenses).,Save to prepay mortgages to reduce liabilities.,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
04/01/2025 22:30,1,Warehouse Manager,3,15000,320000,Salary,pension,Yes,no,,,55000.0,136500.0,No,128500,"40,000",45,40.15625,General Finance,Consult a financial advisor,,0.671018277,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Grow emergency savings (3–6 months of expenses).,Automate savings to avoid lifestyle inflation.,Allocate 20% to foreign currency FD (USD/EUR).
29/12/2024 17:15,1,Finance Manager,4,160000,500000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,75000.0,183000.0,No,242000,80 000,57,48.4,General Finance,Consult a financial advisor,,0.937984496,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.,"Downsize lifestyle (sell unused assets, reduce luxury expenses) and use low risk fd to save.","Diversify into Treasury Bonds (low risk, tax-free returns)."
30/12/2024 13:03,0,none,2,70000,500000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,,,84000.0,151000.0,Yes,265000,60000,33,53.0,General Finance,Consult a financial advisor,,1.127659574,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Avoid Luxury spending: Resist splurging on cars/property without ROI.,Automate savings to avoid lifestyle inflation.,Save to prepay mortgages to reduce liabilities.
04/01/2025 23:06,1,Vehicle Body Repairer,3,100000,300000,Salary,,Yes,no,,,76000.0,167500.0,No,56500,75000,40,18.83333333,General Finance,Consult a financial advisor,,0.232032854,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Repair, don’t replace: Fix appliances/clothing instead of buying new ones.",Save to prepay mortgages to reduce liabilities.
30/12/2024 13:03,1,Stock Broker,1,75000,75000,Freelancing,Data consulting,Yes,yes,7500.0,46000.0,,,No,21500,40000,38,28.66666667,General Finance,Consult a financial advisor,,0.401869159,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Grow emergency savings (3–6 months of expenses).,Save to prepay mortgages to reduce liabilities.,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
30/12/2024 12:59,1,Compliance Specialist,2,60000,240000,"Salary, Commission",,Yes,no,,,38000.0,130000.0,No,72000,"90,000",33,30.0,General Finance,Consult a financial advisor,,0.428571429,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Grow emergency savings (3–6 months of expenses).,Buy discounted items as much as possible,Avoid impulsive spending on gadgets; prioritize small emergency funds.
10/01/2025 19:40,1,Workshop manager,2,1500000,1500000,"Salary, Pension",pension,No,no,,,132000.0,365500.0,No,1002500,500000,28,66.83333333,General Finance,Consult a financial advisor,,2.015075377,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",Automate savings to avoid lifestyle inflation.,Avoid luxury spending: Resist splurging on cars/ clothing,Avoid impulsive spending on gadgets; prioritize small emergency funds.
,1,Senior Civil Engineer,4,160000,270000,"Salary, Commission, Investments",,Yes,no,,,47000.0,141500.0,No,81500,20 000,23,30.18518519,General Finance,Consult a financial advisor,,0.432360743,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits","Save for a degree/ masters (coding, freelancing courses) to boost income long-term.",Avoid impulsive spending on gadgets; prioritize small emergency funds.,Start a retirement fund (EPF/ETF) early for compound growth.
04/01/2025 22:47,0,none,3,70000,160000,"Salary, Business profits",pension,Yes,no,,,30000.0,81500.0,yes,48500,"8,000",42,30.3125,General Finance,Consult a financial advisor,,0.434977578,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Repair, don’t replace: Fix appliances/clothing instead of buying new ones.",Save to prepay mortgages to reduce liabilities.
27/12/2024 20:51,1,contract construction worker,4,170000,180000,"Salary, Investments, Rental income",pension,Yes,no,,,25000.0,143000.0,No,12000,"90,000",41,6.666666667,General Finance,Consult a financial advisor,,0.071428571,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner","Grow a home garden to reduce food costs or collect free seasonal produce (jackfruit, coconuts) from public spaces.",Avoid high-interest debt/ loan sharks (common in informal lending).,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
05/01/2025 00:09,1,Sound Engineer,3,130000,130000,"Salary, Investments, Self-owned business",pension,Yes,no,,,35000.0,94500.0,No,500,60000,39,0.384615385,General Finance,Consult a financial advisor,,0.003861004,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",2–3 months a year to ban non-essential purchases.,"Avoid seettu (rotating savings group). If desperate, try with a trusted group","Grow a home garden to reduce food costs or collect free seasonal produce (jackfruit, coconuts) from public spaces."
10/01/2025 19:40,1,Office Manager,3,130000,280000,"Salary, Investments",pension,Yes,no,,,72000.0,117500.0,No,90500,300000,38,32.32142857,General Finance,Consult a financial advisor,,0.477572559,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,Grow emergency savings (3–6 months of expenses).,Save to prepay mortgages to reduce liabilities.
04/01/2025 22:30,1,Diagnostic Technician,5,65000,180000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,26000.0,133500.0,No,20500,65 000,38,11.38888889,General Finance,Consult a financial advisor,,0.128526646,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Grow emergency savings (3–6 months of expenses).,Save to prepay mortgages to reduce liabilities.,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
29/12/2024 17:15,1,software engineer,2,130000,200000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,44000.0,62000.0,No,94000,"90,000",42,47.0,General Finance,Consult a financial advisor,,0.886792453,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,Grow emergency savings (3–6 months of expenses).,Save to prepay mortgages to reduce liabilities.
30/12/2024 12:59,1,lawyer,3,250000,450000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,72000.0,239500.0,No,138500,70000,50,30.77777778,General Finance,Consult a financial advisor,,0.444622793,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Avoid Luxury spending: Resist splurging on cars/property without ROI.,Boost retirement contributions,"Avoid risky investments and save instead (e.g., stock market due to volatility)."
30/12/2024 13:03,1,Personal Manager,2,1500000,1500000,"Salary, Pension",pension,No,no,,,99000.0,213000.0,No,1188000,"200,000",38,79.2,General Finance,Consult a financial advisor,,3.807692308,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Automate savings to avoid lifestyle inflation.,"Avoid risky investments and save instead (e.g., stock market due to volatility).",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
04/01/2025 22:30,1,Window Dresser,3,65000,65000,"Salary, Pension",Freelance design work,Yes,no,,,7000.0,54000.0,No,4000,"40,000",39,6.153846154,General Finance,Consult a financial advisor,,0.06557377,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",2–3 months a year to ban non-essential purchases.,"Avoid seettu (rotating savings group). If desperate, try with a trusted group","Grow a home garden to reduce food costs or collect free seasonal produce (jackfruit, coconuts) from public spaces."
30/12/2024 12:44,1,Internal Auditor,3,100000,180000,"Salary, Pension",,No,no,,,26000.0,143500.0,No,10500,80000,45,5.833333333,General Finance,Consult a financial advisor,,0.061946903,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner","Grow a home garden to reduce food costs or collect free seasonal produce (jackfruit, coconuts) from public spaces.",Avoid high-interest debt/ loan sharks (common in informal lending).,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
30/12/2024 12:23,1,Secretary,2,180000,200000,"Salary, Commission",,Yes,no,,,57000.0,66000.0,no,77000,75000,25,38.5,General Finance,Consult a financial advisor,,0.62601626,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for a degree/ masters (coding, freelancing courses) to boost income long-term.",Avoid impulsive spending on gadgets; prioritize small emergency funds.,Start a retirement fund (EPF/ETF) early for compound growth.
