Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,Savings_Ratio,financial_priority,detailed_advice,Unnamed: 21,Risk_proxy_returns,Investment type,unwanted_spending,basic_needs,WMI,FRF,DSE,CFH
30/12/2024 12:48,1,Teacher,2,200000,360000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,44000.0,221000.0,No,95000,"20,000",23,26.38888889,General Finance,Consult a financial advisor,0.0,0.358490566,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",44000.0,221000.0,0.015736726475819817,0.35348940245898214,3.344237284378137e-06,45229.920094993075
04/01/2025 22:47,1,Warehouse Manager,3,70000,135000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,0.0,0.0,23500.0,106000.0,No,5500,70000,56,4.074074074,General Finance,Consult a financial advisor,0.0,0.042471042,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",23500.0,106000.0,0.0028001502486739507,0.375418402363084,1.848578663362935e-06,224.95605700910488
30/12/2024 12:34,1,Lighting Technician,4,15000,650000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,178000.0,317500.0,No,154500,"90,000",45,23.76923077,General Finance,Consult a financial advisor,0.0,0.311806256,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",178000.0,317500.0,0.29395224761512395,0.42172297832424305,1.681790306809815e-07,13706.58817033073
30/12/2024 12:48,1,lawyer,4,50000,300000,"Salary, Self-owned business",,Yes,no,0.0,0.0,65000.0,230500.0,No,4500,25000,54,1.5,General Finance,Consult a financial advisor,0.0,0.015228426,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",65000.0,230500.0,0.0014924250313754597,0.3680798618615641,3.8639387427400534e-07,59.59511321006874
10/01/2025 20:10,1,small grocery shop,4,150000,250000,"Salary, Investments, Freelancing",,Yes,no,0.0,0.0,72000.0,132500.0,No,45500,"60,000",20,18.2,General Finance,Consult a financial advisor,0.0,0.222493888,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",72000.0,132500.0,0.0042083593463229825,0.2548647280226642,1.020510756850677e-06,7726.339449240297
30/12/2024 12:34,0,Retired,4,15000,180000,"Salary, Freelancing",pension,Yes,no,0.0,0.0,35000.0,80500.0,No,64500,65 000,32,35.83333333,General Finance,Consult a financial advisor,0.0,0.558441558,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",35000.0,80500.0,0.12141149717781877,0.45719676838275125,2.671630927637158e-06,6424.121972440823
29/12/2024 17:15,0,,4,75000,180000,"Salary, Commission",,Yes,no,0.0,0.0,27000.0,118500.0,No,34500,300000,32,19.16666667,General Finance,Consult a financial advisor,0.0,0.237113402,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",27000.0,118500.0,0.011399117315672891,0.3698710076866655,4.072534618619557e-06,6823.640040451806
30/12/2024 12:44,1,Structural design engineer,2,200000,260000,"Salary, Investments, Rental income",pension,Yes,no,0.0,0.0,54000.0,141000.0,No,65000,"8,000",33,25.0,General Finance,Consult a financial advisor,0.0,0.333333333,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",54000.0,141000.0,0.01051248799573704,0.3541305496076028,2.3082289818187926e-06,25486.31480151714
30/12/2024 12:26,1,Director engineering,2,150000,240000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,no,0.0,0.0,44000.0,190500.0,No,5500,"90,000",23,2.291666667,General Finance,Consult a financial advisor,0.0,0.023454158,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",44000.0,190500.0,0.0011014263743260135,0.24070147508777595,2.910399994751773e-06,130.39952637077317
10/01/2025 19:40,1,Forman (Government),2,250000,410000,"Salary, Commission, Investments",,Yes,no,0.0,0.0,87000.0,216500.0,No,106500,300000,33,25.97560976,General Finance,Consult a financial advisor,0.0,0.350906096,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",87000.0,216500.0,0.011256278756665442,0.3684345364744405,1.1667082641708333e-06,54708.89304118516
04/01/2025 23:06,1,Deputy Shop Manager,4,130000,675000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,116000.0,236000.0,Yes. Want to save more,323000,"90,000",28,47.85185185,General Finance,Consult a financial advisor,0.0,0.917613636,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",116000.0,236000.0,0.03722751101500308,0.5104744321340888,5.481839737394952e-07,400499.0474989424
30/12/2024 12:23,0,none,3,120000,230000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,23000.0,107000.0,No,100000,250000,37,43.47826087,General Finance,Consult a financial advisor,0.0,0.769230769,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",23000.0,107000.0,0.03210372432600242,0.5830210575064737,6.125445068899373e-06,96920.8582360451
30/12/2024 12:34,1,Key Account Manager,3,70000,180000,"Salary, Freelancing",pension,Yes,no,0.0,0.0,13500.0,129500.0,No,37000,50 000,51,20.55555556,General Finance,Consult a financial advisor,0.0,0.258741259,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",13500.0,129500.0,0.025937811895094944,0.5030218126492628,6.565457223697526e-06,12656.878611556538
30/12/2024 12:37,0,,3,150000,370000,"Salary, Investments, Freelancing",,Yes,no,0.0,0.0,41000.0,287500.0,No,41500,"90,000",52,11.21621622,General Finance,Consult a financial advisor,0.0,0.126331811,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",41000.0,287500.0,0.00811236339504998,0.4055336754715345,1.260337132191957e-06,11551.14599428167
29/12/2024 17:15,1,Environment specialist,4,140000,240000,"Salary, Investments, Self-owned business",pension,Yes,no,0.0,0.0,66000.0,167500.0,No,6500,280 000,37,2.708333333,General Finance,Consult a financial advisor,0.0,0.027837259,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",66000.0,167500.0,0.0007754460711632896,0.31552120235814884,9.359306122621069e-07,206.3371372146917
30/12/2024 12:30,1,Structural design engineer,6,150000,190000,"Investments (fixed deposits, stocks etc), Salary",pension,No,no,0.0,0.0,39000.0,149500.0,no,1500,60 000,26,0.789473684,General Finance,Consult a financial advisor,0.0,0.00795756,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",39000.0,149500.0,0.00014095649210541235,0.25725256232839344,1.4740676778722266e-06,11.539507558657867
30/12/2024 12:37,1,Technologist,4,180000,180000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,17000.0,92500.0,No,70500,15 000,22,39.16666667,General Finance,Consult a financial advisor,0.0,0.643835616,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",17000.0,92500.0,0.011732344715272427,0.3828503126146607,8.974030349235109e-06,44108.128910306674
30/12/2024 12:48,1,University Lecturer,1,1500000,1500000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,yes,87000.0,168000.0,0.0,0.0,No,1245000,80 000,54,83.0,General Finance,Consult a financial advisor,0.0,4.882352941,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.0,0.0,14.2183369273251,1.1235808831474006,17380617.676160887,1238977824424.0645
30/12/2024 12:23,1,Supervisor,4,170000,900000,"Salary, Investments, Freelancing",pension,Yes,no,0.0,0.0,190000.0,220000.0,No,490000,300000,32,54.44444444,General Finance,Consult a financial advisor,0.0,1.195121951,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",190000.0,220000.0,0.037446331275991764,0.516066797976483,2.591799576827975e-07,966821.9307113499
30/12/2024 12:48,1,Finance Manager,3,160000,190000,"Investments (fixed deposits, stocks etc), Salary",pension,No,no,0.0,0.0,51000.0,128500.0,No,10500,"60,000",37,5.526315789,General Finance,Consult a financial advisor,0.0,0.058495822,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",51000.0,128500.0,0.0015809460354941024,0.3183243500664481,1.730745399404214e-06,659.1866538587406
27/12/2024 20:51,1,Senior insurance Executive,4,160000,220000,"Salary, Business profits",pension,Yes,no,0.0,0.0,70000.0,104000.0,No,46000,40000,43,20.90909091,General Finance,Consult a financial advisor,0.0,0.264367816,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",70000.0,104000.0,0.004997962992725089,0.37180209101548845,7.815074982601483e-07,13622.245373752812
30/12/2024 12:34,1,merchandiser,3,150000,150000,"Freelancing, Brand endorsements",pension,Yes,no,0.0,0.0,28500.0,92500.0,No,29000,"50,000",35,19.33333333,General Finance,Consult a financial advisor,0.0,0.239669421,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",28500.0,92500.0,0.006200519384026436,0.33793951708561376,4.493172618048664e-06,7056.701112465356
10/01/2025 19:40,1,HR Manager,4,75000,900000,"Salary, Investments, Rental income",pension,Yes,no,0.0,0.0,113000.0,233000.0,No,554000,280 000,54,61.55555556,General Finance,Consult a financial advisor,0.0,1.601156069,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",113000.0,233000.0,0.21882000743084598,0.749522675258204,2.159692685223574e-07,1247556.5956479334
10/01/2025 19:40,1,Hotel Manager,4,160000,190000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,22000.0,105000.0,No,63000,50 000,55,33.15789474,General Finance,Consult a financial advisor,0.0,0.496062992,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",22000.0,105000.0,0.0128092493372882,0.4853025607446322,2.1232895899486726e-06,47383.71517496023
04/01/2025 23:46,1,Cleark (Government),3,300000,470000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,No,no,0.0,0.0,80000.0,217000.0,No,173000,50000,48,36.80851064,General Finance,Consult a financial advisor,0.0,0.582491582,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",80000.0,217000.0,0.013162592906838109,0.4808645654613919,6.670202576034207e-07,191363.39460717782
10/01/2025 19:40,1,Technical officer,3,600000,600000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,No,no,0.0,0.0,53000.0,222500.0,No,324500,"70,000",50,54.08333333,General Finance,Consult a financial advisor,0.0,1.177858439,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",53000.0,222500.0,0.01601900031009547,0.6076729881995926,1.1482766622904257e-06,703827.9650898328
30/12/2024 12:37,1,Varnisher,5,170000,240000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,72000.0,158000.0,No,10000,"90,000",57,4.166666667,General Finance,Consult a financial advisor,0.0,0.043478261,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",72000.0,158000.0,0.0008617861381732668,0.37461378736009,2.3050843852767915e-07,600.7935474280813
30/12/2024 12:34,1,Vehicle Body Repairer,2,170000,310000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,0.0,0.0,91000.0,214500.0,No,4500,60 000,59,1.451612903,General Finance,Consult a financial advisor,0.0,0.014729951,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",91000.0,214500.0,0.0006922786816740512,0.37493570883885663,2.300528137681464e-07,104.96561641080643
30/12/2024 12:34,0,,4,140000,160000,"Salary, Investments, Self-owned business",,Yes,no,0.0,0.0,20500.0,127500.0,No,12000,65000,44,7.5,General Finance,Consult a financial advisor,0.0,0.081081081,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",20500.0,127500.0,0.002671856773703659,0.3484974500865805,4.263721565465476e-06,1363.6397041566138
04/01/2025 23:10,1,Deputy General Manager (Construction),3,150000,260000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,no,0.0,0.0,61000.0,140000.0,Yes,59000,40000,25,22.69230769,General Finance,Consult a financial advisor,0.0,0.293532338,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",61000.0,140000.0,0.008061383605885977,0.3112181403347089,1.6532815955661665e-06,16210.209473998952
04/01/2025 22:30,1,Deputy General Manager (Construction),3,350000,350000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,72000.0,194000.0,No,84000,180000,53,24.0,General Finance,Consult a financial advisor,0.0,0.315789474,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",72000.0,194000.0,0.005683240572018237,0.40577472707120066,5.508913092248752e-07,40728.96343799781
30/12/2024 12:26,1,Workshop manager,3,1500000,1500000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,176000.0,346500.0,No,977500,"90,000",44,65.16666667,General Finance,Consult a financial advisor,0.0,1.870813397,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",176000.0,346500.0,0.011250373138716534,0.6109756279049847,2.8354211372656686e-07,2850475.0228612227
,1,Stock Broker,3,130000,280000,"Salary, Investments, Commission",,Yes,no,0.0,0.0,77000.0,177500.0,No,25500,"100,000",43,9.107142857,General Finance,Consult a financial advisor,0.0,0.100196464,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",77000.0,177500.0,0.003977376948830937,0.35378824732365194,7.96198379981564e-07,3186.216309858569
30/12/2024 13:03,1,assistant ,5,250000,250000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,0.0,0.0,18000.0,180500.0,No,51500,300000,50,20.6,General Finance,Consult a financial advisor,0.0,0.259445844,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",18000.0,180500.0,0.006176351602078986,0.419859703992369,3.299501012592285e-06,28599.09808664636
,1,Bookmaker,2,85000,160000,"Salary, Commission",Event betting cuts,Yes,no,0.0,0.0,18500.0,141000.0,No,500,50 000,47,0.3125,General Finance,Consult a financial advisor,0.0,0.003134796,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",18500.0,141000.0,0.00030948288794431923,0.34498692592067637,5.261201260881539e-06,1.995673207223381
14/12/2024 15:47,1,Process Engineer,2,15000,170000,"Salary, Investments, Self-owned business",,Yes,no,0.0,0.0,22000.0,124500.0,No,23500,70 000,47,13.82352941,General Finance,Consult a financial advisor,0.0,0.160409556,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",22000.0,124500.0,0.08405696255552621,0.44523520142371475,4.623962113868299e-06,1029.166328627061
04/01/2025 23:06,1,E-Commerce Manager,4,1500000,1500000,"Freelancing, Brand endorsements",,Yes,no,0.0,0.0,186000.0,368500.0,No,945500,"25,000",53,63.03333333,General Finance,Consult a financial advisor,0.0,1.705139766,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",186000.0,368500.0,0.008570737549055378,0.6138405312828569,1.2677859716356243e-07,2711103.175906863
30/12/2024 12:37,1,E-Commerce Specialist,2,70000,70000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,10000.0,55000.0,No,5000,"250,000",48,7.142857143,General Finance,Consult a financial advisor,0.0,0.076923077,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",10000.0,55000.0,0.005084325356464409,0.3574492008650701,1.4066669362924362e-05,330.76980593745105
30/12/2024 12:30,1,Deputy General Manager (Construction),2,160000,500000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,0.0,0.0,79000.0,126500.0,No,294500,"30,000",59,58.9,General Finance,Consult a financial advisor,0.0,1.433090024,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",79000.0,126500.0,0.07063095515827342,0.6778236732161476,3.4242464382407833e-07,765247.901516583
27/12/2024 20:51,0,unemployed,3,120000,240000,"Salary, Investments",,Yes,no,0.0,0.0,68000.0,95500.0,No,76500,"60,000",38,31.875,General Finance,Consult a financial advisor,0.0,0.467889908,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",68000.0,95500.0,0.014056088245388142,0.40361154644962133,1.189623050949244e-06,35940.12421335972
04/01/2025 22:47,1,Senior insurance Executive,3,130000,130000,"Salary, Freelancing",,Yes,no,0.0,0.0,23000.0,92000.0,Yes,15000,300000,44,11.53846154,General Finance,Consult a financial advisor,0.0,0.130434783,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",23000.0,92000.0,0.004244492485018051,0.35347769447441735,4.4862560467936145e-06,2192.1175418031403
30/12/2024 12:34,1,Photographer,3,130000,230000,"Salary, Pension",pension,Yes,no,0.0,0.0,74000.0,151500.0,No,4500,"90,000",31,1.956521739,General Finance,Consult a financial advisor,0.0,0.019955654,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",74000.0,151500.0,0.0006473309518176881,0.28724750568429097,1.0541463016310376e-06,85.93815566417805
04/01/2025 22:30,1,Draftsman,3,1500000,1670000,Salary,pension,Yes,no,0.0,0.0,94000.0,155500.0,No,1420500,"90,000",34,85.05988024,General Finance,Consult a financial advisor,0.0,5.693386774,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",94000.0,155500.0,0.021867635421152234,0.8948719431861636,9.916530942362293e-07,14385572.683717255
30/12/2024 12:37,1,Varnisher,4,15000,300000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,76000.0,137500.0,No,86500,65 000,25,28.83333333,General Finance,Consult a financial advisor,0.0,0.405152225,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",76000.0,137500.0,0.12234871169745398,0.3575775319396366,8.94160264079955e-07,5944.127467312921
30/12/2024 12:59,1,Electrical Engineering Tech,4,15000,170000,Salary,pension,No,no,0.0,0.0,24000.0,103500.0,No,42500,75000,56,25.0,General Finance,Consult a financial advisor,0.0,0.333333333,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",24000.0,103500.0,0.09179202537657084,0.5285917050567086,1.5061705985601992e-06,3776.337372944986
30/12/2024 12:37,1,E-Commerce Specialist,3,180000,250000,"Freelancing, Brand endorsements",,Yes,no,0.0,0.0,34000.0,191000.0,No,25000,"70,000",21,10.0,General Finance,Consult a financial advisor,0.0,0.111111111,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",34000.0,191000.0,0.003556563125410761,0.24482892674125145,3.717171540327808e-06,3011.6308789058103
13/12/2024 14:55,1,senior chemist,3,170000,170000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,28500.0,122500.0,Noo,19000,50 000,37,11.17647059,General Finance,Consult a financial advisor,0.0,0.125827815,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",28500.0,122500.0,0.003635587863781997,0.3284211981639182,4.210987348645622e-06,2864.082305290938
04/01/2025 23:46,1,Senior project Manager,3,180000,180000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,0.0,0.0,11500.0,113000.0,no,55500,"150,000",37,30.83333333,General Finance,Consult a financial advisor,0.0,0.445783133,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",11500.0,113000.0,0.016207595392576653,0.4471167158285312,1.622876690641812e-05,41004.77312721188
10/01/2025 19:40,1,Lighting Technician,2,160000,370000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,0.0,0.0,62000.0,116500.0,No,191500,65 000,24,51.75675676,General Finance,Consult a financial advisor,0.0,1.072829132,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",62000.0,116500.0,0.0376902277283247,0.4877802928928735,2.0790667034066408e-06,213887.7074237932
30/12/2024 13:03,0,none,4,120000,180000,"Salary, Pension",,Yes,no,0.0,0.0,34500.0,141500.0,No,4000,60000,52,2.222222222,General Finance,Consult a financial advisor,0.0,0.022727273,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",34500.0,141500.0,0.0008101841024896957,0.3609274606665515,1.1994727889849209e-06,117.70528036778921
27/12/2024 20:57,1,Environment specialist,2,250000,270000,"Salary, Investments, Freelancing",pension,Yes,no,0.0,0.0,45000.0,88000.0,No,137000,280 000,37,50.74074074,General Finance,Consult a financial advisor,0.0,1.030075188,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",45000.0,88000.0,0.02114485160465668,0.47406813627281214,2.9181092638045834e-06,166569.01175770356
04/01/2025 23:39,1,Draftsperson,2,250000,250000,"Salary, Self-owned business",,No,no,0.0,0.0,29000.0,84000.0,No,137000,"250,000",55,54.8,General Finance,Consult a financial advisor,0.0,1.212389381,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",29000.0,84000.0,0.028330708851809123,0.5829560411308764,2.2369895626102893e-06,242085.08755159506
30/12/2024 12:30,0,unemployed,4,150000,220000,"Salary, Pension",pension,Yes,no,0.0,0.0,79000.0,104500.0,No,36500,"90,000",24,16.59090909,General Finance,Consult a financial advisor,0.0,0.198910082,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",79000.0,104500.0,0.0033796333829366103,0.27271454452506233,9.023781147919186e-07,5754.438619774318
30/12/2024 12:30,1,Expert Shop Assistant,2,70000,500000,"Salary, Commission",pension,Yes,no,0.0,0.0,89000.0,185000.0,No,226000,40000,53,45.2,General Finance,Consult a financial advisor,0.0,0.824817518,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",89000.0,185000.0,0.13973303572613033,0.5839049849668319,4.784654171421903e-07,217649.15040724396
30/12/2024 12:48,1,Stagehand,4,200000,200000,"Freelancing, Brand endorsements",pension,Yes,no,0.0,0.0,30000.0,107000.0,No,63000,65000,27,31.5,General Finance,Consult a financial advisor,0.0,0.459854015,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",30000.0,107000.0,0.00756437096598335,0.34447136787947935,3.925524033620672e-06,29300.615843547577
30/12/2024 12:26,1,Hotel Manager,2,15000,240000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,45000.0,107000.0,No,88000,"8,000",32,36.66666667,General Finance,Consult a financial advisor,0.0,0.578947368,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",45000.0,107000.0,0.47692239327506025,0.46651791178539004,2.7778957162213914e-06,9864.548345694764
05/01/2025 00:18,1,Senior project Manager,1,70000,70000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,yes,8000.0,20000.0,0.0,0.0,No,42000,1000000,36,60.0,General Finance,Consult a financial advisor,0.0,1.5,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.0,0.0,7.013543893736445,1.0683839816921883,31603134.007606838,479271474.5321033
30/12/2024 12:59,1,Businessman,2,140000,270000,"Salary, Pension",pension,Yes,no,0.0,0.0,66000.0,111500.0,No,92500,"90,000",57,34.25925926,General Finance,Consult a financial advisor,0.0,0.521126761,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",66000.0,111500.0,0.022142528119364843,0.47458824496707785,5.251252937990477e-07,64381.605093807535
05/01/2025 00:18,1,Expert Shop Assistant,1,140000,140000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,yes,42500.0,58000.0,0.0,0.0,No,39500,"75,000",38,28.21428571,General Finance,Consult a financial advisor,0.0,0.393034826,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.0,0.0,3.2689843428592904,1.076368004027893,30940006.622795448,678128205.193715
29/12/2024 17:15,0,,2,1500000,1500000,"Salary, Investments, Self-owned business",pension,Yes,no,0.0,0.0,104000.0,362000.0,No,1034000,"75,000",45,68.93333333,General Finance,Consult a financial advisor,0.0,2.21888412,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",104000.0,362000.0,0.02144460479031768,0.74196349723416,7.26534551815315e-07,4099302.657912931
27/12/2024 20:54,1,mason,3,170000,170000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,20000.0,105000.0,No,45000,70000,43,26.47058824,General Finance,Consult a financial advisor,0.0,0.36,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",20000.0,105000.0,0.010827700098378764,0.4058600368802544,6.070631329565395e-06,22258.42982199823
30/12/2024 12:44,1,Sound Engineer,3,150000,230000,"Salary, Pension",pension,Yes,no,0.0,0.0,28000.0,152000.0,No,50000,300000,59,21.73913043,General Finance,Consult a financial advisor,0.0,0.277777778,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",28000.0,152000.0,0.012078569453216781,0.4505442305637729,1.197446691166318e-06,23892.650866376385
30/12/2024 12:37,1,Technical officer,3,500000,750000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,143000.0,193000.0,No,414000,80000,39,55.2,General Finance,Consult a financial advisor,0.0,1.232142857,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",143000.0,193000.0,0.014582505314049372,0.5210218537885187,4.3146009176215324e-07,959455.8486302973
30/12/2024 12:48,1,Anti-Money Laundering Specialist,3,120000,240000,"Salary, Investments, Self-owned business",pension,Yes,no,0.0,0.0,32000.0,110000.0,No,98000,"90,000",42,40.83333333,General Finance,Consult a financial advisor,0.0,0.690140845,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",32000.0,110000.0,0.02742636081393224,0.5386645688359072,3.231995593306247e-06,84034.01797093319
30/12/2024 12:59,1,University Lecturer,4,70000,140000,"Salary, Pension",,No,no,0.0,0.0,30000.0,106000.0,No,4000,60000,48,2.857142857,General Finance,Consult a financial advisor,0.0,0.029411765,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",30000.0,106000.0,0.0014061729642748325,0.3531264042183209,1.8548964017369832e-06,100.28671513661968
04/01/2025 22:30,1,Diagnostic Technician,2,140000,1800000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,274000.0,258000.0,no,1268000,"90,000",36,70.44444444,General Finance,Consult a financial advisor,0.0,2.383458647,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",274000.0,258000.0,0.7905403473938036,0.6772546532826513,2.1395092486114719e-07,5107690.932393478
04/01/2025 22:47,1,Dancer,2,130000,130000,"Salary, Investments, Freelancing",pension,Yes,no,0.0,0.0,17000.0,86000.0,No,27000,70 000,48,20.76923077,General Finance,Consult a financial advisor,0.0,0.262135922,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",17000.0,86000.0,0.012273068400525673,0.3950445508033357,7.2005201901016055e-06,8864.427661605958
