Age,Are you employed?,Do you have a vehicle/s?,Do you have any issues in handling your income and expenses? If so please mention.,Do you live alone and cover your own expenses?,How many people are in your house?,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),If u said other please mention what it was,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Investment type,Risk_proxy_returns,Savings_Ratio,Timestamp,Unnamed: 21,What categories of income do you currently have?,What is your job?,What is your personal income?,What is your total household income?,detailed_advice,financial_priority,investment_advice_1,investment_advice_2,investment_advice_avoid
49,1,Yes,No,no,3,49000,"90,000",pension,,,55000.0,166000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.221719457,18.14814815,30/12/2024 12:37,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Vehicle Body Repairer,110000,270000,Consult a financial advisor,General Finance,Real Estate (small plots),Precious Metal Mutual Funds,Don't Ignore Inflation
51,1,No,No,no,4,31500,"70,000",pension,,,63000.0,255500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.098901099,9.0,30/12/2024 12:23,,"Salary, Investments, Freelancing",Teacher,160000,350000,Consult a financial advisor,General Finance,Invest in REITs,Explore Structured Products,Avoid High Leverage
33,1,Yes,No,no,3,34000,50000,pension,,,17000.0,249000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.127819549,11.33333333,04/01/2025 23:53,,"Salary, Investments, Rental income",Repairer,70000,300000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Open Dollar Account,Avoid Frequent Trading
44,1,Yes,No,no,2,66000,25000,,,,16500.0,87500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.634615385,38.82352941,19/12/2024 14:49,,"Salary, Pension",Draftsperson,75000,170000,Consult a financial advisor,General Finance,Buy ETFs,Use AI-based Portfolio Managers,Avoid Unregulated Investments
37,1,Yes,No,no,2,205000,60000,,,,83000.0,87000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",1.205882353,54.66666667,04/01/2025 23:39,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Varnisher,375000,375000,Consult a financial advisor,General Finance,Diversify with Mutual Funds,Peer-to-Peer Lending,Don't Ignore Inflation
29,1,Yes,No,no,5,15000,60000,pension,,,23000.0,122000.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",0.103448276,9.375,04/01/2025 22:30,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Sales executive,150000,160000,Consult a financial advisor,General Finance,Use Tax-Efficient Accounts,Stock Options Learning,Don't Ignore Inflation
41,1,Yes,No,no,2,125000,60 000,,,,51000.0,74000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",1.0,50.0,30/12/2024 12:44,,Salary,Agricultural Engineer,75000,250000,Consult a financial advisor,General Finance,Invest in Index Funds,Green Bonds,Avoid Unregulated Investments
32,1,Yes,No,no,4,82500,"90,000",pension,,,73000.0,104500.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.464788732,31.73076923,30/12/2024 12:37,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Senior Civil Engineer,130000,260000,Consult a financial advisor,General Finance,Invest in Gold Bonds,Use AI-based Portfolio Managers,Don't Invest on Borrowed Money
51,1,Yes,No,no,4,483000,"90,000",pension,,,182000.0,235000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",1.158273381,53.66666667,04/01/2025 22:30,,"Salary, Investments, Self-owned business",Doctor,160000,900000,Consult a financial advisor,General Finance,Start SIP (Systematic Investment Plan),Use AI-based Portfolio Managers,Don't Invest on Borrowed Money
22,1,Yes,No,no,4,43000,85000,pension,,,80000.0,127000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.207729469,17.2,30/12/2024 12:26,,"Freelancing, Brand endorsements",senior graduate teacher,130000,250000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Peer-to-Peer Lending,Avoid Overexposure to One Sector
37,0,Yes,No,no,3,36500,280 000,,,,78000.0,95500.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.21037464,17.38095238,10/01/2025 19:40,,"Salary, Pension",,160000,210000,Consult a financial advisor,General Finance,Use Tax-Efficient Accounts,Stock Options Learning,Avoid High-Risk Derivatives
52,1,Yes,No,no,2,54000,75000,,,,27500.0,88500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.465517241,31.76470588,04/01/2025 23:39,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Director engineering,85000,170000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Diversify with Islamic Finance,Avoid Ponzi Schemes
41,1,Yes,No,no,3,78500,150000,pension,,,50000.0,111500.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.486068111,32.70833333,04/01/2025 23:06,,"Salary, Self owned unofficial business (car rentals, house rentals etc)",Cashier,200000,240000,Consult a financial advisor,General Finance,Real Estate (small plots),Green Bonds,Avoid Ignoring Fees
48,1,Yes,No,no,3,30500,"90,000",pension,,,62000.0,107500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.179941003,15.25,30/12/2024 12:34,,"Investments (fixed deposits, stocks etc), Salary",merchandiser,65000,200000,Consult a financial advisor,General Finance,Contribute to Retirement Fund,Green Bonds,Don't Trust Unlicensed Advisors
23,1,Yes,No,no,4,30500,40 000,,,,32500.0,87000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.255230126,20.33333333,27/12/2024 20:57,,Salary,Varnisher,55000,150000,Consult a financial advisor,General Finance,Invest in REITs,Explore Foreign Stocks,Avoid Frequent Trading
48,1,Yes,yes,no,3,91000,80 000,,,,18000.0,141000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.572327044,36.4,30/12/2024 12:26,,"Salary, Investments, Freelancing",Structural design engineer,250000,250000,Consult a financial advisor,General Finance,Start Emergency Fund,Open Dollar Account,Don't Ignore Inflation
37,1,Yes,No,no,5,56500,250000,pension,,,56000.0,87500.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.393728223,28.25,04/01/2025 23:10,,"Salary, Investments",Store keeper,200000,200000,Consult a financial advisor,General Finance,Buy Treasury Bonds,Open Dollar Account,Avoid Overexposure to One Sector
20,1,Yes,No,no,2,97500,50 000,pension,,,23000.0,149500.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",0.565217391,36.11111111,05/01/2025 00:18,,"Salary, Investments, Self-owned business",Senior civil Engineer,160000,270000,Consult a financial advisor,General Finance,Use Budgeting Tools,Precious Metal Mutual Funds,Avoid Ignoring Tax Implications
27,1,Yes,No,no,4,24000,"90,000",,,,70000.0,156000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.10619469,9.6,27/12/2024 20:51,,"Salary, Investments, Commission",mason,250000,250000,Consult a financial advisor,General Finance,Diversify with Mutual Funds,Explore Foreign Stocks,Avoid Non-Diversified Portfolios
50,1,Yes,No,no,2,48000,70 000,pension,,,14000.0,108000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.393442623,28.23529412,04/01/2025 23:53,,"Investments (fixed deposits, stocks etc), Salary",Bookmaker,75000,170000,Consult a financial advisor,General Finance,Use Budgeting Tools,Start Freelancing for Side Income,Avoid Frequent Trading
40,1,No,No,no,2,49000,65 000,,,,10000.0,121000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.374045802,27.22222222,30/12/2024 12:30,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Deputy General Manager (Construction),140000,180000,Consult a financial advisor,General Finance,Open a Forex Account,Invest in Collectibles,Avoid Frequent Trading
57,1,Yes,No,no,3,2500,180000,pension,,,22000.0,115500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.018181818,1.785714286,30/12/2024 12:48,,"Salary, Pension",contract construction worker,70000,140000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Start Robo-Advisory Investment,Don't Trust Unlicensed Advisors
28,1,Yes,No,no,4,66500,"40,000",,,,67000.0,136500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.326781327,24.62962963,30/12/2024 12:30,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Store keeper,270000,270000,Consult a financial advisor,General Finance,Contribute to Retirement Fund,Try Automated Saving Apps,Avoid Timing the Market
39,1,No,No,no,4,28500,65 000,pension,,,29000.0,102500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.216730038,17.8125,30/12/2024 12:48,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Internal Auditor,60000,160000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Peer-to-Peer Lending,Avoid Frequent Trading
42,1,Yes,No,no,3,4500,60 000,pension,,,38000.0,97500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.033210332,3.214285714,30/12/2024 12:59,,"Salary, Self owned unofficial business (car rentals, house rentals etc)",Draftsperson,75000,140000,Consult a financial advisor,General Finance,Buy Treasury Bonds,Start Freelancing for Side Income,Don't Ignore Inflation
27,1,Yes,No,no,4,40000,"90,000",pension,,,29000.0,141000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.235294118,19.04761905,29/12/2024 17:12,,"Salary, Self owned unofficial business (car rentals, house rentals etc)",retail store,130000,210000,Consult a financial advisor,General Finance,Open a Forex Account,Precious Metal Mutual Funds,Avoid Frequent Trading
29,1,Yes,No,no,4,64000,35 000,pension,,,79000.0,147000.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",0.283185841,22.06896552,04/01/2025 23:10,,"Investments (fixed deposits, stocks etc), Salary",Electrical Engineering Tech,200000,290000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Balanced Mutual Funds,Avoid Unregulated Investments
39,1,Yes,No,no,2,64500,"75,000",pension,,,11500.0,94000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.611374408,37.94117647,30/12/2024 12:34,,"Freelancing, Brand endorsements",Internal Auditor,70000,170000,Consult a financial advisor,General Finance,Invest in Unit Trusts,Try Crypto ETFs,Avoid Non-Diversified Portfolios
23,1,No,No,no,3,20000,"8,000",,,,20500.0,99500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.166666667,14.28571429,27/12/2024 20:54,,"Salary, Self-owned business",assistant ,130000,140000,Consult a financial advisor,General Finance,Invest in REITs,Open Dollar Account,Don't Trust Unlicensed Advisors
42,1,Yes,No,no,3,18000,75000,pension,,,19000.0,103000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.147540984,12.85714286,30/12/2024 12:37,,"Salary, Commission",Deputy Shop Manager,140000,140000,Consult a financial advisor,General Finance,Open a Forex Account,Try Crypto ETFs,Avoid Ignoring Tax Implications
52,1,No,No,no,3,6000,"70,000",,,,33000.0,141000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.034482759,3.333333333,29/12/2024 17:15,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Insurance Executive,130000,180000,Consult a financial advisor,General Finance,Real Estate (small plots),Start Robo-Advisory Investment,Avoid Crypto Without Research
21,1,Yes,No,no,4,277000,"20,000",Theater gigs,,,161000.0,322000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.573498965,36.44736842,30/12/2024 12:44,,"Salary, Pension",Warehouse Manager,600000,760000,Consult a financial advisor,General Finance,Buy Treasury Bonds,Green Bonds,Avoid Overlapping Insurance-Investments
57,1,Yes,No,no,2,39500,250000,pension,,,34000.0,126500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.246105919,19.75,30/12/2024 12:37,,Salary,Director engineering,200000,200000,Consult a financial advisor,General Finance,Invest in Gold Bonds,Real Estate Trusts,Avoid Ponzi Schemes
37,1,Yes,No,no,5,1279500,70 000,,,,125000.0,395500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",2.458213256,71.08333333,30/12/2024 12:44,,"Freelancing, Brand endorsements",storekeeper,160000,1800000,Consult a financial advisor,General Finance,Real Estate (small plots),Peer-to-Peer Lending,Avoid Emotion-Driven Decisions
32,1,Yes,No,no,3,10500,"80,000",pension,,,81000.0,278500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.029207232,2.837837838,30/12/2024 12:59,,"Salary, Self-owned business",Lawer,75000,370000,Consult a financial advisor,General Finance,Invest in Gold Bonds,Precious Metal Mutual Funds,Avoid Ignoring Tax Implications
30,1,No,No,no,2,3000,50000,pension,,,33500.0,123500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.01910828,1.875,30/12/2024 12:18,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Business Analyst,160000,160000,Consult a financial advisor,General Finance,Invest in Index Funds,Try Automated Saving Apps,Don't Chase Unrealistic Returns
39,1,Yes,No,no,3,79000,50 000,pension,,,27000.0,134000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.49068323,32.91666667,29/12/2024 17:15,,"Freelancing, Brand endorsements",mason,130000,240000,Consult a financial advisor,General Finance,Invest in REITs,Real Estate Trusts,Avoid Non-Diversified Portfolios
21,1,No,Noo,no,4,42000,70 000,,,,29500.0,98500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.328125,24.70588235,04/01/2025 23:10,,"Salary, Investments",Civil Engineer,170000,170000,Consult a financial advisor,General Finance,Explore PPF/NSB Smart Saver,Invest in Collectibles,Avoid Unregulated Investments
32,1,Yes,No,no,2,39000,65000,,,,75000.0,106000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.215469613,17.72727273,30/12/2024 12:30,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Doctor,70000,220000,Consult a financial advisor,General Finance,Diversify with Mutual Funds,Balanced Mutual Funds,Avoid Unregulated Investments
35,1,Yes,No,no,2,277000,25000,pension,,,52000.0,171000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",1.242152466,55.4,30/12/2024 12:26,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Forman (Government),120000,500000,Consult a financial advisor,General Finance,Buy Treasury Bonds,Start ESG Investment,Avoid High Leverage
42,1,No,No,no,3,82000,400000,pension,,,51000.0,167000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.376146789,27.33333333,04/01/2025 23:06,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Buying Agent,150000,300000,Consult a financial advisor,General Finance,Conservative Hybrid Funds,Invest in Collectibles,Avoid Ponzi Schemes
47,1,Yes,no,no,3,11500,30 000,pension,,,18000.0,170500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.061007958,5.75,30/12/2024 12:44,,"Salary, Pension",Workshop manager,160000,200000,Consult a financial advisor,General Finance,Invest in REITs,Real Estate Trusts,Avoid Timing the Market
32,1,Yes,No,no,3,15500,70 000,,,,29500.0,95000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.124497992,11.07142857,30/12/2024 12:37,,"Salary, Investments, Self-owned business",Store keeper,70000,140000,Consult a financial advisor,General Finance,Use Budgeting Tools,Start Robo-Advisory Investment,Avoid Timing the Market
45,1,Yes,No,no,2,82500,60000,pension,,,42000.0,75500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.70212766,41.25,30/12/2024 12:18,,"Investments (fixed deposits, stocks etc), Salary",Teacher,200000,200000,Consult a financial advisor,General Finance,Use Tax-Efficient Accounts,Invest in Collectibles,Avoid Frequent Trading
57,1,Yes,No,no,3,443500,"90,000",pension,,,113000.0,343500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.971522453,49.27777778,30/12/2024 12:30,,"Salary, Commission",Junior Sales Representative,110000,900000,Consult a financial advisor,General Finance,Buy ETFs,Explore Foreign Stocks,Avoid High Leverage
23,1,Yes,No,no,4,42000,"8,000",pension,,,8000.0,,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",5.25,84.0,30/12/2024 12:59,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Sales Manager,15000,50000,Consult a financial advisor,General Finance,Invest in REITs,Explore Structured Products,Avoid Overlapping Insurance-Investments
20,1,Yes,No,no,5,62000,70 000,pension,,,67000.0,221000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.215277778,17.71428571,04/01/2025 23:53,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Supervisor,180000,350000,Consult a financial advisor,General Finance,Consider Pension Schemes,Real Estate Trusts,Avoid Unregulated Investments
40,0,Yes,No,no,3,35000,"250,000",,,,29000.0,136000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.212121212,17.5,30/12/2024 12:59,,"Salary, Investments, Self-owned business",,200000,200000,Consult a financial advisor,General Finance,Invest in Unit Trusts,Explore Foreign Stocks,Avoid Ponzi Schemes
44,1,Yes,No,no,4,22000,50000,,,,24000.0,134000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.139240506,12.22222222,04/01/2025 23:39,,Salary,Repairer,15000,180000,Consult a financial advisor,General Finance,Buy ETFs,Peer-to-Peer Lending,Don't Trust Unlicensed Advisors
33,1,Yes,No,no,4,14000,65 000,pension,,,22000.0,134000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.08974359,8.235294118,30/12/2024 13:03,,"Investments (fixed deposits, stocks etc), Salary",small grocery shop,170000,170000,Consult a financial advisor,General Finance,Use Budgeting Tools,Real Estate Trusts,Avoid Ignoring Fees
46,1,Yes,No,no,5,36000,400000,pension,,,52000.0,112000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.219512195,18.0,30/12/2024 12:26,,"Salary, Investments, Rental income",Designer,200000,200000,Consult a financial advisor,General Finance,Invest in Gold Bonds,Start ESG Investment,Avoid Unregulated Investments
58,0,Yes,No,no,3,105500,30 000,,,,30000.0,94500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.847389558,45.86956522,30/12/2024 12:23,,"Salary, Investments, Self-owned business",,170000,230000,Consult a financial advisor,General Finance,Consider Pension Schemes,Try Automated Saving Apps,Avoid Unregulated Investments
20,1,Yes,Yes,no,3,148000,"40,000",pension,,,92000.0,160000.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",0.587301587,37.0,30/12/2024 12:44,,"Freelancing, Brand endorsements",Supervisor,400000,400000,Consult a financial advisor,General Finance,Buy Treasury Bonds,Use AI-based Portfolio Managers,Don't Ignore Inflation
46,1,Yes,No,no,3,23500,90 000,,,,41000.0,155500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.119592875,10.68181818,30/12/2024 12:37,,"Salary, Self owned unofficial business (car rentals, house rentals etc)",Lighting Technician,120000,220000,Consult a financial advisor,General Finance,Contribute to Retirement Fund,Real Estate Trusts,Avoid Ignoring Fees
52,0,Yes,No,no,4,6000,"40,000",,,,69000.0,185000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.023622047,2.307692308,29/12/2024 17:00,,"Salary, Investments, Rental income",unemployed,65000,260000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Try Crowdfunding Platforms,Avoid Ponzi Schemes
20,1,Yes,No,no,4,19000,500000,,,,76000.0,245000.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",0.059190031,5.588235294,04/01/2025 22:30,,Salary,Vehicle Body Repairer,200000,340000,Consult a financial advisor,General Finance,Invest in Corporate Bonds,Participate in Micro Investing,Avoid Overlapping Insurance-Investments
24,1,Yes,No,no,3,74500,85000,pension,,,74000.0,101500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.424501425,29.8,30/12/2024 12:34,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",IT Manager,65000,250000,Consult a financial advisor,General Finance,Buy ETFs,Diversify with Islamic Finance,Avoid Non-Diversified Portfolios
56,0,Yes,No,no,4,10000,70 000,pension,,,18000.0,192000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.047619048,4.545454545,29/12/2024 17:12,,"Salary, Investments, Rental income",,160000,220000,Consult a financial advisor,General Finance,Conservative Hybrid Funds,Explore Foreign Stocks,Don't Chase Unrealistic Returns
53,1,Yes,No,no,4,79000,60000,,,,68000.0,133000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.393034826,28.21428571,30/12/2024 12:34,,Salary,Assistant engineer,200000,280000,Consult a financial advisor,General Finance,Invest in Gold Bonds,Try Crypto ETFs,Avoid Overlapping Insurance-Investments
58,1,Yes,No,no,3,16500,"8,000",,,,22000.0,151500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.095100865,8.684210526,30/12/2024 12:44,,Salary,Buying Agent,160000,190000,Consult a financial advisor,General Finance,Start Emergency Fund,Start ESG Investment,Avoid Crypto Without Research
24,1,Yes,No,no,5,28000,40000,pension,,,26500.0,95500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.229508197,18.66666667,30/12/2024 12:44,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Director engineering,150000,150000,Consult a financial advisor,General Finance,Buy Treasury Bonds,Diversify with Islamic Finance,Avoid High-Risk Derivatives
37,1,Yes,No,no,5,23500,"200,000",,,,35000.0,101500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.172161172,14.6875,30/12/2024 12:59,,"Salary, Self-owned business",assistant ,125000,160000,Consult a financial advisor,General Finance,Consider Pension Schemes,Balanced Mutual Funds,Avoid Crypto Without Research
52,1,Yes,No,no,3,33000,65 000,pension,,,7000.0,,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",4.714285714,82.5,30/12/2024 12:48,,"Investments (fixed deposits, stocks etc), Salary",Businessman,40000,40000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Open Dollar Account,Don't Ignore Inflation
30,1,Yes,No,no,2,92000,"75,000",pension,,,42000.0,86000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.71875,41.81818182,04/01/2025 23:06,,"Salary, Self owned unofficial business (car rentals, house rentals etc)",Insurance Manager,160000,220000,Consult a financial advisor,General Finance,Buy ETFs,Invest in Collectibles,Don't Invest on Borrowed Money
55,1,Yes,No,no,3,85000,"85,000",pension,,,56000.0,109000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.515151515,34.0,30/12/2024 12:18,,"Salary, Investments, Rental income",Structural design engineer,250000,250000,Consult a financial advisor,General Finance,Invest in Index Funds,Diversify with Islamic Finance,Don't Chase Unrealistic Returns
57,1,Yes,No,no,4,25500,"90,000",,,,10500.0,54000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.395348837,28.33333333,30/12/2024 12:48,,"Salary, Self-owned business",software engineer,75000,90000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Explore Foreign Stocks,Avoid Timing the Market
56,0,Yes,No,no,2,61500,40000,pension,,,67000.0,61500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.478599222,32.36842105,30/12/2024 12:23,,"Investments (fixed deposits, stocks etc), Salary",,65000,190000,Consult a financial advisor,General Finance,Buy ETFs,Open Dollar Account,Avoid Unregulated Investments
42,1,No,No,yes,1,75500,"30,000",pension,38500.0,26000.0,,,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",1.170542636,53.92857143,10/01/2025 20:03,,"Salary, Pension",Planning Engineer,140000,140000,Consult a financial advisor,General Finance,Open a Forex Account,Explore Foreign Stocks,Don't Chase Unrealistic Returns
41,1,Yes,No,no,2,48500,"80,000",pension,,,93000.0,228500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.150855365,13.10810811,04/01/2025 23:39,,"Salary, Commission, Investments",Sales representative,70000,370000,Consult a financial advisor,General Finance,Buy Treasury Bonds,Real Estate Trusts,Avoid Investing Without Emergency Fund
44,1,Yes,No,no,2,111500,180000,pension,,,20000.0,68500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",1.259887006,55.75,30/12/2024 12:48,,"Freelancing, Brand endorsements",Sales representative,170000,200000,Consult a financial advisor,General Finance,Invest in Gold Bonds,Dividend-paying Stocks,Don't Invest on Borrowed Money
32,1,Yes,No,no,4,114500,"8,000",pension,,,15000.0,120500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.84501845,45.8,29/12/2024 17:00,,"Salary, Investments, Freelancing",E-Commerce Manager,170000,250000,Consult a financial advisor,General Finance,Buy Treasury Bonds,Start Freelancing for Side Income,Avoid Ignoring Tax Implications
54,1,Yes,No,no,5,54500,20000,,,,25500.0,90000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.471861472,32.05882353,29/12/2024 17:00,,"Investments (fixed deposits, stocks etc), Salary",Insurance Executive,150000,170000,Consult a financial advisor,General Finance,Contribute to Retirement Fund,Start ESG Investment,Avoid Emotion-Driven Decisions
58,1,Yes,No,no,4,2000,"80,000",pension,,,29000.0,189000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.009174312,0.909090909,30/12/2024 12:30,,"Salary, Pension",Workshop manager,55000,220000,Consult a financial advisor,General Finance,Invest in Unit Trusts,Peer-to-Peer Lending,Avoid Timing the Market
21,1,No,Yes,no,2,59000,25000,,,,39500.0,81500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.487603306,32.77777778,10/01/2025 19:40,,"Salary, Self owned unofficial business (car rentals, house rentals etc)",retail store,170000,180000,Consult a financial advisor,General Finance,Invest in Corporate Bonds,Open Dollar Account,Avoid Emotion-Driven Decisions
36,1,Yes,No,no,4,40000,40000,pension,,,12500.0,97500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.363636364,26.66666667,04/01/2025 22:30,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Draftsman,130000,150000,Consult a financial advisor,General Finance,Contribute to Retirement Fund,Stock Options Learning,Don't Trust Unlicensed Advisors
