Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,savings_ratio,financial_priority,detailed_advice,,risk proxy return,Investment type
30/12/2024 12:37,1,General manager,3,160000,160 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",10000,75000,,No,35000,30000,24,0.21875,General Finance,Consult a financial advisor,,64.52841395,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
30/12/2024 12:48,1,Lighting Technician,4,110000,130 000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"90,000","12,000",120000,,No,400000,70000,53,3.6363636363636362,General Finance,Consult a financial advisor,,66.73636382,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:30,1,Sound Engineer,4,160000,200 000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,20 000,180 000,,No,500000,75000,52,3.125,General Finance,Consult a financial advisor,,68.25263168,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 13:03,1,HR Manager,3,1500000,220 000,"Freelancing, Brand endorsements",pension,Yes,no,,"90,000",18 000,85 000,,No,400000,"90,000",31,0.26666666666666666,General Finance,Consult a financial advisor,,63.21168088,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:23,1,Director engineering,2,150000,90 000,"Salary, Business profits",pension,Yes,no,,"90,000",13000,"150,000",,No,35000,"90,000",59,0.23333333333333334,General Finance,Consult a financial advisor,,60.00359361,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:37,0,,4,125000,"150,000","Freelancing, Brand endorsements",pension,Yes,no,,,"18,000",200000,,No,120000,"25,000",57,0.96,General Finance,Consult a financial advisor,,61.09565084,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:39,1,Technical officer,4,140000,"400,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",100000,"140,000",,No,55000,200000,31,0.39285714285714285,General Finance,Consult a financial advisor,,51.74885502,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
05/01/2025 00:09,1,Nurse,2,150000,170000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,,"90,000",10000,,,Yes.I want to save more,18000,400000,56,0.12,General Finance,Consult a financial advisor,,57.66317172,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:34,1,Technical officer,4,160000,240 000,"Salary, Commission",pension,Yes,no,,"90,000",12000,"150,000",,No,300000,"75,000",20,1.875,General Finance,Consult a financial advisor,,73.37375232,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,Finance Manager,4,120000,200000,"Salary, Commission",pension,Yes,no,,"90,000",10 000,90000,,No,5000,"75,000",59,0.041666666666666664,General Finance,Consult a financial advisor,,57.24832972,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:37,1,Technologist,3,130000,180000,"Freelancing, Brand endorsements",pension,No,no,,"90,000",12 000,"220,000",,No,150000,"90,000",24,1.1538461538461537,General Finance,Consult a financial advisor,,71.36457631,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:23,1,HR Manager,4,130000,"220,000","Salary, Investments, Self-owned business",,Yes,no,,"90,000",16000,"150,000",,No,35000,80000,21,0.2692307692307692,General Finance,Consult a financial advisor,,67.92365427,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:34,1,Housewife,2,160000,500 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",10000,"140,000",,No,40000,80 000,44,0.25,General Finance,Consult a financial advisor,,61.10080413,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
05/01/2025 00:09,1,Draftsperson,2,140000,160 000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",13000,130 000,,No,50000,"60,000",57,0.35714285714285715,General Finance,Consult a financial advisor,,62.79327019,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,Lighting Technician,2,1500000,120 000,"Freelancing, Brand endorsements",pension,Yes,no,,"90,000",22 000,"150,000",,No,45000,"200,000",44,0.03,General Finance,Consult a financial advisor,,58.60275189,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 13:03,1,lawyer,4,130000,150000,Salary,,No,no,,"90,000","10,000","180,000",,No,55000,60 000,41,0.4230769230769231,General Finance,Consult a financial advisor,,65.09737539,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
05/01/2025 00:09,1,Production Manager,3,150000,250 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,7000,"130,000",,No,50000,250000,20,0.3333333333333333,General Finance,Consult a financial advisor,,69.55777484,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:53,1,Deputy General Manager (Construction),4,140000,380000,Salary,pension,Yes,no,,,20000,170000,,No,45000,65 000,44,0.32142857142857145,General Finance,Consult a financial advisor,,63.17358576,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
04/01/2025 22:30,1,General manager,3,150000,170000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"90,000",10000,160000,,No,500000,70 000,52,3.3333333333333335,General Finance,Consult a financial advisor,,67.18052864,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:34,0,unemployed,4,140000,200000,"Salary, Investments, Commission",pension,Yes,no,,,"15,000",80 000,,No,400000,50000,41,2.857142857142857,General Finance,Consult a financial advisor,,71.05789927,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
10/01/2025 19:40,1,Cashier,5,150000,170 000,"Freelancing, Brand endorsements",,Yes,no,,"90,000",13000,140 000,,no,10000,70000,50,0.066666667,General Finance,Consult a financial advisor,,56.18375579,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:48,1,HR Manager,3,75000,270000,"Salary, Commission, Investments",,Yes,no,,"90,000",10 000,130 000,,No,55000,200000,38,0.7333333333333333,General Finance,Consult a financial advisor,,67.57111006,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
04/01/2025 23:06,1,Electrical Engineering Tech,4,180000,65 000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",35000,"140,000",,No,5000,70 000,37,0.027777777777777776,General Finance,Consult a financial advisor,,54.51625127,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
10/01/2025 19:40,1,Civil Engineer,5,200000,200000,"Salary, Investments, Commission",,Yes,no,,"90,000","18,000",130 000,,No,500000,60000,20,2.5,General Finance,Consult a financial advisor,,75.65204466,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
27/12/2024 20:57,1,Key Account Manager,3,1500000,"1,500,000","Salary, Investments, Freelancing",pension,Yes,no,,"90,000",10 000,150000,,No,55000,"90,000",38,0.036666667,General Finance,Consult a financial advisor,,61.4260702,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
04/01/2025 22:47,0,,4,70000,65 000,"Investments (fixed deposits, stocks etc), Salary",pension,No,no,,35 000,10 000,"150,000",,No,35000,"8,000",33,0.5,General Finance,Consult a financial advisor,,66.5361157,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:34,1,Vehicle Body Repairer,4,140000,65 000,"Salary, Investments, Rental income",pension,Yes,no,,"90,000","30,000","220,000",,Yes,45000,"75,000",30,0.32142857142857145,General Finance,Consult a financial advisor,,62.79925421,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:37,1,Vehicle Body Repairer,5,380000,200 000,"Salary, Pension",pension,Yes,no,,"90,000",12 000,"75,000",,No,50000,"80,000",27,0.13157894736842105,General Finance,Consult a financial advisor,,68.66430092,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,senior graduate teacher,3,200000,600000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"90,000","18,000",,,No,2000,25000,37,0.01,General Finance,Consult a financial advisor,,57.08266585,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
04/01/2025 23:46,1,HR Manager,5,160000,300000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,,60000,10 000,"50,000",,Yes,45000,75000,28,0.28125,General Finance,Consult a financial advisor,,67.82424552,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
29/12/2024 17:00,1,Environment specialist,3,110000,200 000,"Salary, Investments, Rental income",,Yes,no,,"90,000",10 000,150000,,No,5000,"85,000",47,0.045454545454545456,General Finance,Consult a financial advisor,,60.4120958,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:23,1,retail store,4,120000,700000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000",10 000,"150,000",,No,70000,75000,30,0.5833333333333334,General Finance,Consult a financial advisor,,67.01741228,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
27/12/2024 20:51,0,,3,120000,240 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",10 000,200000,,No,90000,"90,000",49,0.75,General Finance,Consult a financial advisor,,67.66206153,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:48,1,Technologist,3,250000,220 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000","25,000",140000,,No,40000,"85,000",46,0.16,General Finance,Consult a financial advisor,,58.00538051,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
05/01/2025 00:25,1,Compliance Specialist,1,140000,"140,000",Salary,,No,yes,30500,28 000,7000,"150,000",,No,300000,500000,45,2.142857142857143,General Finance,Consult a financial advisor,,70.32955575,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
29/12/2024 17:12,1,small grocery shop,2,150000,"160,000","Salary, Self-owned business",pension,Yes,no,,"90,000",14000,140000,,No,35000,70000,31,0.23333333333333334,General Finance,Consult a financial advisor,,62.73692694,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
13/12/2024 14:46,1,Insurance Executive,4,150000,300000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,15000,80000,,No,120000,200000,57,0.8,General Finance,Consult a financial advisor,,61.08832577,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:06,1,Designer,4,170000,1800000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",110000,85000,,No,40000,"60,000",46,0.23529411764705882,General Finance,Consult a financial advisor,,38.9134804,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
14/12/2024 15:47,1,Tyre Fitter,3,400000,"400,000","Salary, Business profits",Wedding photography,Yes,no,,40000,18 000,130000,,No,40000,"150,000",56,0.1,General Finance,Consult a financial advisor,,60.04488044,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:23,0,,2,130000,200000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"90,000",10 000,160000,,No,5000,"90,000",36,0.038461538461538464,General Finance,Consult a financial advisor,,60.09981666,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:30,1,University Lecturer,4,140000,270000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000",20000,"150,000",,No,50000,"90,000",28,0.35714285714285715,General Finance,Consult a financial advisor,,68.12660353,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:30,1,Technical officer,4,160000,"160,000","Investments (fixed deposits, stocks etc), Salary",,No,no,,"90,000","28,000",,,No,50000,15 000,25,0.3125,General Finance,Consult a financial advisor,,70.48801635,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:59,1,Senior project Manager,4,150000,170000,Salary,pension,Yes,no,,"90,000",10000,125000,,No,40000,"85,000",32,0.26666666666666666,General Finance,Consult a financial advisor,,63.47303209,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
10/01/2025 19:40,1,Sales executive,2,170000,"170,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,No,no,,30 000,14000,65000,,No,120000,200000,25,0.7058823529411765,General Finance,Consult a financial advisor,,65.82469648,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 13:03,1,retail store,5,130000,270000,"Investments (fixed deposits, stocks etc), Salary",,No,no,,"90,000",110000,"150,000",,No,55000,60000,57,0.4230769230769231,General Finance,Consult a financial advisor,,48.54181983,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:10,1,Designer,3,130000,"240,000",Salary,,Yes,no,,"90,000",13000,"140,000",,No,500000,"90,000",23,3.8461538461538463,General Finance,Consult a financial advisor,,74.97479073,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
05/01/2025 00:18,1,Technical officer,2,150000,420000,"Salary, Pension",pension,Yes,no,,"90,000","40,000",160000,,No,5000,500000,35,0.033333333,General Finance,Consult a financial advisor,,54.83927493,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:26,0,unemployed,2,160000,180 000,"Freelancing, Brand endorsements",,Yes,no,,"90,000",10 000,"200,000",,No,45000,"85,000",55,0.28125,General Finance,Consult a financial advisor,,59.82424552,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:44,1,Electrical Engineering Tech,2,170000,900000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,No,no,,"90,000",12 000,140000,,No,55000,300 000,33,0.3235294117647059,General Finance,Consult a financial advisor,,63.1890712,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
10/01/2025 19:40,1,Management assistant,2,1000000,250 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000","22,000",80000,,No,15000,"90,000",48,0.015,General Finance,Consult a financial advisor,,51.38059954,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 13:03,1,Senior Civil Engineer,1,200000,"200,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,yes,21000,"90,000",50000,130000,,No,2000,80000,43,0.01,General Finance,Consult a financial advisor,,54.68266585,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
14/12/2024 15:23,1,Sales executive,5,125000,"450,000","Salary, Investments",,Yes,no,,"90,000",10 000,140 000,,No,30000,70 000,58,0.24,General Finance,Consult a financial advisor,,61.75204075,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:39,1,Draftsperson,3,160000,160000,"Salary, Pension",,Yes,no,,"90,000","15,000","140,000",,No,45000,30 000,58,0.28125,General Finance,Consult a financial advisor,,60.08138838,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:26,1,Maintenance Engineer,2,130000,240 000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"90,000",100000,180000,,No,40000,"250,000",44,0.3076923076923077,General Finance,Consult a financial advisor,,54.28606617,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:26,1,Housewife,4,160000,170000,"Salary, Pension",pension,Yes,no,,"90,000",14000,"150,000",,No,60000,25000,22,0.375,General Finance,Consult a financial advisor,,69.07779433,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:18,1,mason,2,140000,280000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",12000,150000,,No,65000,"90,000",46,0.4642857142857143,General Finance,Consult a financial advisor,,64.8575052,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:59,1,Senior Civil Engineer,3,150000,500 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,40 000,20000,"150,000",,No,60000,30 000,31,0.4,General Finance,Consult a financial advisor,,61.02694755,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
27/12/2024 20:51,0,,2,170000,190000,"Freelancing, Brand endorsements",pension,Yes,no,,"90,000",10 000,"220,000",,No,35000,60000,21,0.20588235294117646,General Finance,Consult a financial advisor,,67.06322116,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:10,1,Product Owner,3,70000,50 000,"Salary, Pension",,Yes,no,,28 000,100000,"75,000",,No,50000,65 000,57,0.7142857142857143,General Finance,Consult a financial advisor,,37.82855061,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,Vehicle Body Repairer,3,140000,200000,"Salary, Investments, Rental income",,Yes,no,,"90,000",10 000,150 000,,No,5000,"50,000",45,0.035714286,General Finance,Consult a financial advisor,,59.96410372,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:59,1,Environment specialist,4,140000,"140,000","Salary, Commission",pension,No,no,,"90,000",14000,130000,,No,47000,200 000,48,0.3357142857142857,General Finance,Consult a financial advisor,,63.48277281,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
14/12/2024 15:18,1,Senior project Manager,3,85000,40 000,"Freelancing, Brand endorsements",pension,Yes,no,,25 000,"18,000",160000,,No,40000,60000,49,0.47058823529411764,General Finance,Consult a financial advisor,,61.75776003,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 13:03,1,Quality Inspector,3,80000,1800000,"Salary, Pension",pension,Yes,no,,"90,000","40,000",50 000,,No,50000,"200,000",57,0.625,General Finance,Consult a financial advisor,,64.15109472,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
27/12/2024 20:51,1,trainee merchandiser,2,150000,150000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,no,,"90,000",10 000,,,No,45000,70000,51,0.3,General Finance,Consult a financial advisor,,62.36949877,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
14/12/2024 15:28,1,Sales executive,3,85000,420000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,,"90,000",10 000,"150,000",,no,35000,200 000,57,0.4117647058823529,General Finance,Consult a financial advisor,,60.65483606,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:26,1,Stock Broker,2,180000,"180,000","Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"90,000",35 000,"140,000",,No,40000,75000,40,0.2222222222222222,General Finance,Consult a financial advisor,,64.67115186,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:34,1,Insurance Manager,1,130000,130000,"Salary, Investments, Rental income",,Yes,yes,31000,"90,000",12000,80000,,No,50000,"8,000",27,0.38461538461538464,General Finance,Consult a financial advisor,,69.187891,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:47,1,Business,4,380000,"380,000","Freelancing, Brand endorsements",pension,Yes,no,,"90,000",70000,150000,,yes,15000,85000,25,0.039473684210526314,General Finance,Consult a financial advisor,,54.11979204,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
29/12/2024 17:00,1,Mechanical Engineer,4,140000,370000,Freelancing,pension,Yes,no,,"90,000","28,000","130,000",,No,8000,"40,000",23,0.057142857,General Finance,Consult a financial advisor,,59.44616393,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
04/01/2025 23:06,1,Doctor,4,160000,230000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",10000,"180,000",,No,50000,"85,000",36,0.3125,General Finance,Consult a financial advisor,,61.97690524,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:18,1,Designer,3,150000,260000,"Freelancing, Brand endorsements",pension,Yes,no,,"90,000",10 000,180000,,No,60000,65000,40,0.4,General Finance,Consult a financial advisor,,63.69361422,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:37,1,senior graduate teacher,2,15000,170000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",30 000,170000,,No,18000,90 000,23,1.2,General Finance,Consult a financial advisor,,71.56877975,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:44,1,Finance Manager,3,200000,200000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000","30,000",60 000,,No,5000,200000,54,0.025,General Finance,Consult a financial advisor,,56.33398081,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:59,1,Draftsperson,4,65000,450000,"Salary, Commission, Investments",,No,no,,"100,000",10000,170000,,No,180000,75000,49,2.769230769230769,General Finance,Consult a financial advisor,,69.98082567,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,Designer,3,170000,900000,"Salary, Investments, Rental income",,No,no,,"90,000",110000,85000,,No,5000,"90,000",46,0.029411764705882353,General Finance,Consult a financial advisor,,33.73411492,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
13/12/2024 14:43,1,Vehicle Body Repairer,3,300000,100 000,"Salary, Freelancing",,Yes,no,,"90,000",20000,180000,,No,120000,25000,31,0.4,General Finance,Consult a financial advisor,,63.99814154,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:37,1,Expert Shop Assistant,2,150000,450000,"Salary, Pension",,Yes,no,,"90,000",10 000,"90,000",,No,120000,25 000,39,0.8,General Finance,Consult a financial advisor,,67.83832577,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
10/01/2025 19:40,1,senior graduate teacher,3,140000,140000,"Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000","12,000",85000,,No,60000,"8,000",59,0.42857142857142855,General Finance,Consult a financial advisor,,58.03132909,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,0,,2,60000,240 000,"Salary, Investments, Self-owned business",pension,Yes,no,,"90,000",10000,150000,,No,2000,"90,000",52,0.033333333,General Finance,Consult a financial advisor,,54.79377584,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:10,1,Cleark (Government),3,130000,250000,"Freelancing, Brand endorsements",,Yes,no,,"90,000","12,000",180000,,No,47000,80000,29,0.36153846153846153,General Finance,Consult a financial advisor,,67.07469834,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:48,1,Window Dresser,3,130000,250000,"Salary, Commission, Investments",pension,Yes,no,,"90,000",40 000 ,130000,,No,50000,40000,24,0.38461538461538464,General Finance,Consult a financial advisor,,70.96566878,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 13:03,1,Technical officer,4,140000,200 000,"Salary, Investments, Rental income",,Yes,no,,"90,000",10000,150 000,,No,0,80 000,30,0,General Finance,Consult a financial advisor,,38.4,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
10/01/2025 19:40,1,Sales executive,2,140000,190000,"Salary, Commission, Investments",pension,Yes,no,,"90,000",20000,130000,,No,70000,60 000,40,0.5,General Finance,Consult a financial advisor,,63.56820388,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
04/01/2025 23:46,1,Restaurant Manager,4,150000,500000,"Salary, Investments, Freelancing",pension,Yes,no,,"90,000",5000,190000,,No,40000,"85,000",39,0.26666666666666666,General Finance,Consult a financial advisor,,64.5467163,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:48,1,Varnisher,3,375000,"375,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,12 000,"150,000",,No,30000,"40,000",28,0.08,General Finance,Consult a financial advisor,,67.49639228,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
30/12/2024 12:30,1,Retired production manager,3,170000,180000,"Freelancing, Brand endorsements",,Yes,no,,"90,000",15 000,"150,000",,No,5000,75000,49,0.029411764705882353,General Finance,Consult a financial advisor,,57.21646786,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:37,1,Repairer,4,250000,"260,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,"15,000",180000,,No,50000,40000,23,0.2,General Finance,Consult a financial advisor,,67.8487246,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
10/01/2025 19:40,0,,5,120000,250 000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000",10 000,180 000,,No,70000,80000,28,0.5833333333333334,General Finance,Consult a financial advisor,,72.01741228,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,Structural design engineer,4,150000,160000,"Salary, Investments, Freelancing",pension,Yes,no,,"90,000",13000,"180,000",,No,50000,"25,000",59,0.3333333333333333,General Finance,Consult a financial advisor,,61.19025348,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:30,1,Cleark (Government),1,125000,125000,Salary,pension,Yes,yes,49000,"90,000",28 000,"160,000",,No,5000,60000,22,0.04,General Finance,Consult a financial advisor,,65.17233455,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
05/01/2025 00:09,1,Car Salesman,4,80000,"400,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,No,no,,"90,000",20 000,75 000,,No,100000,"150,000",57,1.25,General Finance,Consult a financial advisor,,63.59294539,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,lawyer,2,300000,300000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",35000,"180,000",,No,400000,80 000,44,1.3333333333333333,General Finance,Consult a financial advisor,,65.19543963,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
04/01/2025 22:30,1,Technologist,3,160000,230000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",10000,"150,000",,No,50000,500000,56,0.3125,General Finance,Consult a financial advisor,,58.75468302,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
